time,buyVolume,sellVolume,trades
2026-05-15T08:07:00.000Z,187,140,259
2026-05-15T08:08:00.000Z,155,204,275
2026-05-15T08:09:00.000Z,203,142,256
2026-05-15T08:10:00.000Z,93,107,163
2026-05-15T08:11:00.000Z,68,71,126
2026-05-15T08:12:00.000Z,133,193,239
2026-05-15T08:13:00.000Z,96,118,173
2026-05-15T08:14:00.000Z,80,117,154
2026-05-15T08:15:00.000Z,122,185,232
2026-05-15T08:16:00.000Z,190,311,370
2026-05-15T08:17:00.000Z,180,359,406
2026-05-15T08:18:00.000Z,253,168,306
2026-05-15T08:19:00.000Z,165,194,239
2026-05-15T08:20:00.000Z,176,154,257
2026-05-15T08:21:00.000Z,124,197,227
2026-05-15T08:22:00.000Z,220,83,197
2026-05-15T08:23:00.000Z,146,325,294
2026-05-15T08:24:00.000Z,107,109,164
2026-05-15T08:25:00.000Z,102,101,138
2026-05-15T08:26:00.000Z,496,837,789
2026-05-15T08:27:00.000Z,415,473,573
2026-05-15T08:28:00.000Z,342,231,401
2026-05-15T08:29:00.000Z,270,273,435
2026-05-15T08:30:00.000Z,438,520,703
2026-05-15T08:31:00.000Z,293,169,364
2026-05-15T08:32:00.000Z,184,245,341
2026-05-15T08:33:00.000Z,216,201,347
2026-05-15T08:34:00.000Z,185,157,276
2026-05-15T08:35:00.000Z,374,319,491
2026-05-15T08:36:00.000Z,271,309,404
2026-05-15T08:37:00.000Z,279,282,471
2026-05-15T08:38:00.000Z,130,196,250
2026-05-15T08:39:00.000Z,67,63,93
2026-05-15T08:40:00.000Z,142,167,259
2026-05-15T08:41:00.000Z,136,102,169
2026-05-15T08:42:00.000Z,321,253,390
2026-05-15T08:43:00.000Z,212,175,293
2026-05-15T08:44:00.000Z,81,82,129
2026-05-15T08:45:00.000Z,126,248,240
2026-05-15T08:46:00.000Z,153,255,268
2026-05-15T08:47:00.000Z,153,150,249
2026-05-15T08:48:00.000Z,119,249,238
2026-05-15T08:49:00.000Z,83,68,117
2026-05-15T08:50:00.000Z,86,116,156
2026-05-15T08:51:00.000Z,131,230,262
2026-05-15T08:52:00.000Z,112,164,212
2026-05-15T08:53:00.000Z,98,64,118
2026-05-15T08:54:00.000Z,71,104,137
2026-05-15T08:55:00.000Z,111,118,177
2026-05-15T08:56:00.000Z,104,83,155
2026-05-15T08:57:00.000Z,58,84,116
2026-05-15T08:58:00.000Z,93,136,156
2026-05-15T08:59:00.000Z,86,81,131
2026-05-15T09:00:00.000Z,125,193,220
2026-05-15T09:01:00.000Z,90,63,124
2026-05-15T09:02:00.000Z,68,91,123
2026-05-15T09:03:00.000Z,116,221,195
2026-05-15T09:04:00.000Z,106,80,155
2026-05-15T09:05:00.000Z,217,118,250
2026-05-15T09:06:00.000Z,69,162,183
2026-05-15T09:07:00.000Z,92,99,138
2026-05-15T09:08:00.000Z,117,66,152
2026-05-15T09:09:00.000Z,59,88,122
2026-05-15T09:10:00.000Z,107,121,171
2026-05-15T09:11:00.000Z,116,70,152
2026-05-15T09:12:00.000Z,71,98,138
2026-05-15T09:13:00.000Z,73,69,101
2026-05-15T09:14:00.000Z,129,206,246
2026-05-15T09:15:00.000Z,162,142,223
2026-05-15T09:16:00.000Z,124,194,220
2026-05-15T09:17:00.000Z,130,117,202
2026-05-15T09:18:00.000Z,124,108,190
2026-05-15T09:19:00.000Z,58,92,121
2026-05-15T09:20:00.000Z,220,246,343
2026-05-15T09:21:00.000Z,182,166,267
2026-05-15T09:22:00.000Z,195,123,255
2026-05-15T09:23:00.000Z,191,172,221
2026-05-15T09:24:00.000Z,102,76,156
2026-05-15T09:25:00.000Z,127,130,197
2026-05-15T09:26:00.000Z,151,139,212
2026-05-15T09:27:00.000Z,114,127,164
2026-05-15T09:28:00.000Z,231,95,212
2026-05-15T09:29:00.000Z,243,197,294
2026-05-15T09:30:00.000Z,171,343,321
2026-05-15T09:31:00.000Z,84,88,145
2026-05-15T09:32:00.000Z,153,85,181
2026-05-15T09:33:00.000Z,140,161,208
2026-05-15T09:34:00.000Z,56,87,111
2026-05-15T09:35:00.000Z,88,74,141
2026-05-15T09:36:00.000Z,69,88,126
2026-05-15T09:37:00.000Z,218,187,309
2026-05-15T09:38:00.000Z,204,196,315
2026-05-15T09:39:00.000Z,183,154,256
2026-05-15T09:40:00.000Z,41,96,111
2026-05-15T09:41:00.000Z,73,115,150
2026-05-15T09:42:00.000Z,55,87,112
2026-05-15T09:43:00.000Z,68,71,117
2026-05-15T09:44:00.000Z,154,179,229
2026-05-15T09:45:00.000Z,194,220,259
2026-05-15T09:46:00.000Z,123,166,200
2026-05-15T09:47:00.000Z,215,340,327
2026-05-15T09:48:00.000Z,155,243,260
2026-05-15T09:49:00.000Z,143,115,222
2026-05-15T09:50:00.000Z,176,165,256
2026-05-15T09:51:00.000Z,147,253,266
2026-05-15T09:52:00.000Z,207,126,245
2026-05-15T09:53:00.000Z,114,66,144
2026-05-15T09:54:00.000Z,131,106,194
2026-05-15T09:55:00.000Z,342,298,474
2026-05-15T09:56:00.000Z,330,411,525
2026-05-15T09:57:00.000Z,173,206,267
2026-05-15T09:58:00.000Z,126,88,162
2026-05-15T09:59:00.000Z,95,65,114
2026-05-15T10:00:00.000Z,268,262,366
2026-05-15T10:01:00.000Z,112,133,193
2026-05-15T10:02:00.000Z,97,109,153
2026-05-15T10:03:00.000Z,79,116,135
2026-05-15T10:04:00.000Z,76,85,118
2026-05-15T10:05:00.000Z,140,79,172
2026-05-15T10:06:00.000Z,153,92,177
2026-05-15T10:07:00.000Z,214,218,292
2026-05-15T10:08:00.000Z,166,274,269
2026-05-15T10:09:00.000Z,288,213,350
2026-05-15T10:10:00.000Z,148,128,207
2026-05-15T10:11:00.000Z,116,132,189
2026-05-15T10:12:00.000Z,145,86,176
2026-05-15T10:13:00.000Z,112,91,149
2026-05-15T10:14:00.000Z,128,134,192
2026-05-15T10:15:00.000Z,246,292,371
2026-05-15T10:16:00.000Z,127,156,197
2026-05-15T10:17:00.000Z,127,95,164
2026-05-15T10:18:00.000Z,96,159,187
2026-05-15T10:19:00.000Z,44,45,74
2026-05-15T10:20:00.000Z,136,92,162
2026-05-15T10:21:00.000Z,60,72,104
2026-05-15T10:22:00.000Z,110,219,181
2026-05-15T10:23:00.000Z,220,136,250
2026-05-15T10:24:00.000Z,237,215,275
2026-05-15T10:25:00.000Z,179,141,236
2026-05-15T10:26:00.000Z,133,86,164
2026-05-15T10:27:00.000Z,111,167,191
2026-05-15T10:28:00.000Z,64,109,132
2026-05-15T10:29:00.000Z,63,44,91
2026-05-15T10:30:00.000Z,153,122,229
2026-05-15T10:31:00.000Z,86,63,123
2026-05-15T10:32:00.000Z,166,130,218
2026-05-15T10:33:00.000Z,114,68,141
2026-05-15T10:34:00.000Z,127,112,170
2026-05-15T10:35:00.000Z,86,106,150
2026-05-15T10:36:00.000Z,135,164,215
2026-05-15T10:37:00.000Z,183,259,314
2026-05-15T10:38:00.000Z,123,111,191
2026-05-15T10:39:00.000Z,121,136,195
2026-05-15T10:40:00.000Z,174,237,288
2026-05-15T10:41:00.000Z,129,103,182
2026-05-15T10:42:00.000Z,101,108,152
2026-05-15T10:43:00.000Z,110,75,135
2026-05-15T10:44:00.000Z,339,202,381
2026-05-15T10:45:00.000Z,372,328,541
2026-05-15T10:46:00.000Z,470,462,642
2026-05-15T10:47:00.000Z,431,263,494
2026-05-15T10:48:00.000Z,220,262,353
2026-05-15T10:49:00.000Z,382,356,498
2026-05-15T10:50:00.000Z,220,236,306
2026-05-15T10:51:00.000Z,671,376,707
2026-05-15T10:52:00.000Z,260,246,398
2026-05-15T10:53:00.000Z,153,154,229
2026-05-15T10:54:00.000Z,301,348,448
2026-05-15T10:55:00.000Z,207,191,273
2026-05-15T10:56:00.000Z,93,77,138
2026-05-15T10:57:00.000Z,266,233,331
2026-05-15T10:58:00.000Z,64,81,114
2026-05-15T10:59:00.000Z,191,223,288
2026-05-15T11:00:00.000Z,177,140,264
2026-05-15T11:01:00.000Z,88,116,162
2026-05-15T11:02:00.000Z,193,262,345
2026-05-15T11:03:00.000Z,117,78,160
2026-05-15T11:04:00.000Z,130,175,260
2026-05-15T11:05:00.000Z,145,130,209
2026-05-15T11:06:00.000Z,92,92,152
2026-05-15T11:07:00.000Z,88,137,181
2026-05-15T11:08:00.000Z,111,68,153
2026-05-15T11:09:00.000Z,85,94,149
2026-05-15T11:10:00.000Z,98,108,174
2026-05-15T11:11:00.000Z,107,57,129
2026-05-15T11:12:00.000Z,115,158,207
2026-05-15T11:13:00.000Z,73,87,134
2026-05-15T11:14:00.000Z,82,44,99
2026-05-15T11:15:00.000Z,58,69,109
2026-05-15T11:16:00.000Z,91,86,143
2026-05-15T11:17:00.000Z,77,61,110
2026-05-15T11:18:00.000Z,59,65,98
2026-05-15T11:19:00.000Z,35,30,47
2026-05-15T11:20:00.000Z,197,104,214
2026-05-15T11:21:00.000Z,63,141,166
2026-05-15T11:22:00.000Z,49,54,89
2026-05-15T11:23:00.000Z,118,198,216
2026-05-15T11:24:00.000Z,89,53,105
2026-05-15T11:25:00.000Z,70,92,127
2026-05-15T11:26:00.000Z,131,184,177
2026-05-15T11:27:00.000Z,75,80,121
2026-05-15T11:28:00.000Z,83,42,97
2026-05-15T11:29:00.000Z,33,61,78
2026-05-15T11:30:00.000Z,71,67,106
2026-05-15T11:31:00.000Z,53,60,79
2026-05-15T11:32:00.000Z,35,81,92
2026-05-15T11:33:00.000Z,90,105,151
2026-05-15T11:34:00.000Z,267,247,402
2026-05-15T11:35:00.000Z,118,97,169
2026-05-15T11:36:00.000Z,120,123,195
2026-05-15T11:37:00.000Z,116,116,171
2026-05-15T11:38:00.000Z,17,31,40
2026-05-15T11:39:00.000Z,79,117,140
2026-05-15T11:40:00.000Z,73,71,115
2026-05-15T11:41:00.000Z,58,121,135
2026-05-15T11:42:00.000Z,118,57,134
2026-05-15T11:43:00.000Z,54,87,110
2026-05-15T11:44:00.000Z,68,58,94
2026-05-15T11:45:00.000Z,97,82,144
2026-05-15T11:46:00.000Z,59,44,84
2026-05-15T11:47:00.000Z,109,78,133
2026-05-15T11:48:00.000Z,114,87,160
2026-05-15T11:49:00.000Z,51,88,116
2026-05-15T11:50:00.000Z,94,89,159
2026-05-15T11:51:00.000Z,210,100,234
2026-05-15T11:52:00.000Z,78,175,175
2026-05-15T11:53:00.000Z,86,101,161
2026-05-15T11:54:00.000Z,98,74,139
2026-05-15T11:55:00.000Z,73,207,225
2026-05-15T11:56:00.000Z,83,67,116
2026-05-15T11:57:00.000Z,78,68,125
2026-05-15T11:58:00.000Z,91,148,181
2026-05-15T11:59:00.000Z,133,193,234
2026-05-15T12:00:00.000Z,290,510,466
2026-05-15T12:01:00.000Z,260,277,382
2026-05-15T12:02:00.000Z,126,176,221
2026-05-15T12:03:00.000Z,137,118,187
2026-05-15T12:04:00.000Z,114,102,163
2026-05-15T12:05:00.000Z,57,77,109
2026-05-15T12:06:00.000Z,124,173,233
2026-05-15T12:07:00.000Z,183,187,295
2026-05-15T12:08:00.000Z,305,235,377
2026-05-15T12:09:00.000Z,250,219,328
2026-05-15T12:10:00.000Z,209,166,302
2026-05-15T12:11:00.000Z,90,142,179
2026-05-15T12:12:00.000Z,269,298,387
2026-05-15T12:13:00.000Z,123,190,228
2026-05-15T12:14:00.000Z,434,686,793
2026-05-15T12:15:00.000Z,349,258,457
2026-05-15T12:16:00.000Z,468,316,534
2026-05-15T12:17:00.000Z,379,320,421
2026-05-15T12:18:00.000Z,105,135,181
2026-05-15T12:19:00.000Z,138,141,207
2026-05-15T12:20:00.000Z,209,115,242
2026-05-15T12:21:00.000Z,193,144,245
2026-05-15T12:22:00.000Z,156,162,247
2026-05-15T12:23:00.000Z,87,177,197
2026-05-15T12:24:00.000Z,165,286,319
2026-05-15T12:25:00.000Z,152,196,248
2026-05-15T12:26:00.000Z,107,119,172
2026-05-15T12:27:00.000Z,173,192,268
2026-05-15T12:28:00.000Z,112,78,147
2026-05-15T12:29:00.000Z,99,121,169
2026-05-15T12:30:00.000Z,316,507,605
2026-05-15T12:31:00.000Z,303,207,373
2026-05-15T12:32:00.000Z,189,171,276
2026-05-15T12:33:00.000Z,141,140,233
2026-05-15T12:34:00.000Z,144,172,241
2026-05-15T12:35:00.000Z,194,169,286
2026-05-15T12:36:00.000Z,273,302,418
2026-05-15T12:37:00.000Z,382,698,634
2026-05-15T12:38:00.000Z,334,290,446
2026-05-15T12:39:00.000Z,212,152,289
2026-05-15T12:40:00.000Z,279,232,383
2026-05-15T12:41:00.000Z,166,118,232
2026-05-15T12:42:00.000Z,201,299,374
2026-05-15T12:43:00.000Z,200,120,249
2026-05-15T12:44:00.000Z,142,230,273
2026-05-15T12:45:00.000Z,289,260,411
2026-05-15T12:46:00.000Z,196,117,240
2026-05-15T12:47:00.000Z,153,167,258
2026-05-15T12:48:00.000Z,229,249,340
2026-05-15T12:49:00.000Z,172,127,237
2026-05-15T12:50:00.000Z,248,216,347
2026-05-15T12:51:00.000Z,213,130,280
2026-05-15T12:52:00.000Z,256,166,313
2026-05-15T12:53:00.000Z,175,189,257
2026-05-15T12:54:00.000Z,244,192,308
2026-05-15T12:55:00.000Z,152,117,198
2026-05-15T12:56:00.000Z,244,216,346
2026-05-15T12:57:00.000Z,134,124,201
2026-05-15T12:58:00.000Z,193,169,264
2026-05-15T12:59:00.000Z,112,185,197
2026-05-15T13:00:00.000Z,416,559,609
2026-05-15T13:01:00.000Z,360,282,439
2026-05-15T13:02:00.000Z,279,248,378
2026-05-15T13:03:00.000Z,186,150,242
2026-05-15T13:04:00.000Z,251,160,303
2026-05-15T13:05:00.000Z,222,172,262
2026-05-15T13:06:00.000Z,238,250,316
2026-05-15T13:07:00.000Z,347,479,484
2026-05-15T13:08:00.000Z,248,230,320
2026-05-15T13:09:00.000Z,137,122,189
2026-05-15T13:10:00.000Z,194,188,260
2026-05-15T13:11:00.000Z,163,137,214
2026-05-15T13:12:00.000Z,159,281,285
2026-05-15T13:13:00.000Z,71,101,126
2026-05-15T13:14:00.000Z,141,89,181
2026-05-15T13:15:00.000Z,100,170,212
2026-05-15T13:16:00.000Z,569,399,566
2026-05-15T13:17:00.000Z,269,261,373
2026-05-15T13:18:00.000Z,271,275,380
2026-05-15T13:19:00.000Z,158,250,284
2026-05-15T13:20:00.000Z,234,181,320
2026-05-15T13:21:00.000Z,126,199,262
2026-05-15T13:22:00.000Z,163,201,283
2026-05-15T13:23:00.000Z,154,154,221
2026-05-15T13:24:00.000Z,272,193,302
2026-05-15T13:25:00.000Z,1018,649,1174
2026-05-15T13:26:00.000Z,287,304,462
2026-05-15T13:27:00.000Z,412,486,637
2026-05-15T13:28:00.000Z,1085,907,1320
2026-05-15T13:29:00.000Z,1592,1567,1794
2026-05-15T13:30:00.000Z,3643,3507,4985
2026-05-15T13:31:00.000Z,2089,2328,3167
2026-05-15T13:32:00.000Z,1576,1610,2335
2026-05-15T13:33:00.000Z,1084,1185,1742
2026-05-15T13:34:00.000Z,2126,1635,2550
2026-05-15T13:35:00.000Z,1659,1581,2396
2026-05-15T13:36:00.000Z,1192,1142,1815
2026-05-15T13:37:00.000Z,1396,1571,2255
2026-05-15T13:38:00.000Z,1510,1383,2099
2026-05-15T13:39:00.000Z,1217,1183,1841
2026-05-15T13:40:00.000Z,1904,1267,2308
2026-05-15T13:41:00.000Z,1238,1527,2067
2026-05-15T13:42:00.000Z,1116,1424,1821
2026-05-15T13:43:00.000Z,1298,1062,1708
2026-05-15T13:44:00.000Z,965,1092,1492
2026-05-15T13:45:00.000Z,2024,3077,3399
2026-05-15T13:46:00.000Z,1732,1880,2482
2026-05-15T13:47:00.000Z,2326,1671,2700
2026-05-15T13:48:00.000Z,2100,1833,2739
2026-05-15T13:49:00.000Z,1431,1268,1927
2026-05-15T13:50:00.000Z,1458,1602,2148
2026-05-15T13:51:00.000Z,1255,1176,1703
2026-05-15T13:52:00.000Z,1245,963,1608
2026-05-15T13:53:00.000Z,1108,1063,1533
2026-05-15T13:54:00.000Z,1919,1538,2232
2026-05-15T13:55:00.000Z,1383,1534,2025
2026-05-15T13:56:00.000Z,1255,1277,1813
2026-05-15T13:57:00.000Z,1044,1234,1665
2026-05-15T13:58:00.000Z,1299,1456,1923
2026-05-15T13:59:00.000Z,1287,1380,1886
2026-05-15T14:00:00.000Z,1859,1655,2529
2026-05-15T14:01:00.000Z,1709,1290,2004
2026-05-15T14:02:00.000Z,1426,1159,1869
2026-05-15T14:03:00.000Z,1012,1245,1661
2026-05-15T14:04:00.000Z,1276,1106,1695
2026-05-15T14:05:00.000Z,1084,1115,1527
2026-05-15T14:06:00.000Z,928,924,1328
2026-05-15T14:07:00.000Z,546,540,860
2026-05-15T14:08:00.000Z,1259,985,1576
2026-05-15T14:09:00.000Z,932,949,1396
2026-05-15T14:10:00.000Z,1149,942,1426
2026-05-15T14:11:00.000Z,980,1245,1573
2026-05-15T14:12:00.000Z,1255,814,1410
2026-05-15T14:13:00.000Z,1594,1393,2023
2026-05-15T14:14:00.000Z,966,980,1339
2026-05-15T14:15:00.000Z,1959,1930,2609
2026-05-15T14:16:00.000Z,1151,1139,1601
2026-05-15T14:17:00.000Z,891,866,1259
2026-05-15T14:18:00.000Z,1364,1246,1789
2026-05-15T14:19:00.000Z,943,1030,1426
2026-05-15T14:20:00.000Z,999,1026,1394
2026-05-15T14:21:00.000Z,1336,1365,1992
2026-05-15T14:22:00.000Z,809,879,1247
2026-05-15T14:23:00.000Z,910,884,1310
2026-05-15T14:24:00.000Z,905,1300,1484
2026-05-15T14:25:00.000Z,916,1186,1512
2026-05-15T14:26:00.000Z,843,1014,1315
2026-05-15T14:27:00.000Z,764,903,1170
2026-05-15T14:28:00.000Z,1195,886,1437
2026-05-15T14:29:00.000Z,1107,1117,1522
2026-05-15T14:30:00.000Z,1293,1040,1684
2026-05-15T14:31:00.000Z,635,608,960
2026-05-15T14:32:00.000Z,514,660,937
2026-05-15T14:33:00.000Z,649,663,981
2026-05-15T14:34:00.000Z,871,516,995
2026-05-15T14:35:00.000Z,643,755,970
2026-05-15T14:36:00.000Z,653,759,1084
2026-05-15T14:37:00.000Z,665,614,947
2026-05-15T14:38:00.000Z,510,442,716
2026-05-15T14:39:00.000Z,560,607,852
2026-05-15T14:40:00.000Z,697,592,913
2026-05-15T14:41:00.000Z,734,879,1060
2026-05-15T14:42:00.000Z,917,817,1154
2026-05-15T14:43:00.000Z,530,642,746
2026-05-15T14:44:00.000Z,598,513,807
2026-05-15T14:45:00.000Z,734,876,1077
2026-05-15T14:46:00.000Z,802,943,1234
2026-05-15T14:47:00.000Z,816,796,1101
2026-05-15T14:48:00.000Z,619,754,974
2026-05-15T14:49:00.000Z,461,510,742
2026-05-15T14:50:00.000Z,1108,1348,1659
2026-05-15T14:51:00.000Z,748,723,1157
2026-05-15T14:52:00.000Z,972,883,1273
2026-05-15T14:53:00.000Z,1072,785,1365
2026-05-15T14:54:00.000Z,868,628,1104
2026-05-15T14:55:00.000Z,899,846,1280
2026-05-15T14:56:00.000Z,524,454,770
2026-05-15T14:57:00.000Z,497,612,800
2026-05-15T14:58:00.000Z,632,827,1028
2026-05-15T14:59:00.000Z,600,873,992
2026-05-15T15:00:00.000Z,609,617,911
2026-05-15T15:01:00.000Z,548,535,818
2026-05-15T15:02:00.000Z,606,785,1065
2026-05-15T15:03:00.000Z,634,678,942
2026-05-15T15:04:00.000Z,626,527,862
2026-05-15T15:05:00.000Z,525,662,879
2026-05-15T15:06:00.000Z,550,598,875
2026-05-15T15:07:00.000Z,634,659,955
2026-05-15T15:08:00.000Z,612,474,805
2026-05-15T15:09:00.000Z,1073,768,1286
2026-05-15T15:10:00.000Z,666,716,1009
2026-05-15T15:11:00.000Z,707,849,1090
2026-05-15T15:12:00.000Z,453,532,700
2026-05-15T15:13:00.000Z,548,387,691
2026-05-15T15:14:00.000Z,585,743,927
2026-05-15T15:15:00.000Z,443,377,624
2026-05-15T15:16:00.000Z,522,480,696
2026-05-15T15:17:00.000Z,528,475,734
2026-05-15T15:18:00.000Z,310,347,513
2026-05-15T15:19:00.000Z,352,376,534
2026-05-15T15:20:00.000Z,871,655,1092
2026-05-15T15:21:00.000Z,617,606,887
2026-05-15T15:22:00.000Z,451,515,692
2026-05-15T15:23:00.000Z,516,683,905
2026-05-15T15:24:00.000Z,489,515,734
2026-05-15T15:25:00.000Z,671,748,1075
2026-05-15T15:26:00.000Z,564,503,777
2026-05-15T15:27:00.000Z,505,561,779
2026-05-15T15:28:00.000Z,463,583,798
2026-05-15T15:29:00.000Z,448,399,622
2026-05-15T15:30:00.000Z,865,809,1243
2026-05-15T15:31:00.000Z,673,507,821
2026-05-15T15:32:00.000Z,614,572,796
2026-05-15T15:33:00.000Z,609,783,954
2026-05-15T15:34:00.000Z,553,488,732
2026-05-15T15:35:00.000Z,616,592,841
2026-05-15T15:36:00.000Z,968,784,1115
2026-05-15T15:37:00.000Z,451,442,603
2026-05-15T15:38:00.000Z,359,436,555
2026-05-15T15:39:00.000Z,638,756,1035
2026-05-15T15:40:00.000Z,715,771,1099
2026-05-15T15:41:00.000Z,449,509,672
2026-05-15T15:42:00.000Z,408,499,673
2026-05-15T15:43:00.000Z,681,810,1056
2026-05-15T15:44:00.000Z,766,792,1147
2026-05-15T15:45:00.000Z,594,610,865
2026-05-15T15:46:00.000Z,458,396,648
2026-05-15T15:47:00.000Z,367,445,607
2026-05-15T15:48:00.000Z,620,526,835
2026-05-15T15:49:00.000Z,502,581,782
2026-05-15T15:50:00.000Z,878,1027,1312
2026-05-15T15:51:00.000Z,899,776,1116
2026-05-15T15:52:00.000Z,591,594,813
2026-05-15T15:53:00.000Z,746,1012,1101
2026-05-15T15:54:00.000Z,599,426,724
2026-05-15T15:55:00.000Z,852,815,1180
2026-05-15T15:56:00.000Z,658,559,891
2026-05-15T15:57:00.000Z,805,800,1141
2026-05-15T15:58:00.000Z,630,487,791
2026-05-15T15:59:00.000Z,752,567,953
2026-05-15T16:00:00.000Z,718,727,1073
2026-05-15T16:01:00.000Z,447,360,619
2026-05-15T16:02:00.000Z,425,355,588
2026-05-15T16:03:00.000Z,619,773,1021
2026-05-15T16:04:00.000Z,457,522,739
2026-05-15T16:05:00.000Z,528,434,678
2026-05-15T16:06:00.000Z,479,599,774
2026-05-15T16:07:00.000Z,423,360,601
2026-05-15T16:08:00.000Z,546,414,689
2026-05-15T16:09:00.000Z,407,321,486
2026-05-15T16:10:00.000Z,329,387,550
2026-05-15T16:11:00.000Z,534,624,786
2026-05-15T16:12:00.000Z,377,335,504
2026-05-15T16:13:00.000Z,364,303,483
2026-05-15T16:14:00.000Z,499,328,575
2026-05-15T16:15:00.000Z,380,429,613
2026-05-15T16:16:00.000Z,276,303,437
2026-05-15T16:17:00.000Z,360,355,539
2026-05-15T16:18:00.000Z,309,260,459
2026-05-15T16:19:00.000Z,331,277,472
2026-05-15T16:20:00.000Z,281,222,380
2026-05-15T16:21:00.000Z,574,561,767
2026-05-15T16:22:00.000Z,600,452,652
2026-05-15T16:23:00.000Z,305,331,463
2026-05-15T16:24:00.000Z,660,373,701
2026-05-15T16:25:00.000Z,679,637,923
2026-05-15T16:26:00.000Z,353,332,490
2026-05-15T16:27:00.000Z,253,295,407
2026-05-15T16:28:00.000Z,408,429,593
2026-05-15T16:29:00.000Z,335,303,471
2026-05-15T16:30:00.000Z,543,491,742
2026-05-15T16:31:00.000Z,467,361,631
2026-05-15T16:32:00.000Z,388,387,522
2026-05-15T16:33:00.000Z,200,191,293
2026-05-15T16:34:00.000Z,215,250,329
2026-05-15T16:35:00.000Z,405,478,608
2026-05-15T16:36:00.000Z,363,297,472
2026-05-15T16:37:00.000Z,271,259,411
2026-05-15T16:38:00.000Z,264,330,424
2026-05-15T16:39:00.000Z,323,253,460
2026-05-15T16:40:00.000Z,276,252,417
2026-05-15T16:41:00.000Z,233,197,308
2026-05-15T16:42:00.000Z,343,386,546
2026-05-15T16:43:00.000Z,232,194,308
2026-05-15T16:44:00.000Z,464,357,598
2026-05-15T16:45:00.000Z,446,411,610
2026-05-15T16:46:00.000Z,345,357,507
2026-05-15T16:47:00.000Z,322,226,394
2026-05-15T16:48:00.000Z,323,332,463
2026-05-15T16:49:00.000Z,288,313,452
2026-05-15T16:50:00.000Z,362,283,472
2026-05-15T16:51:00.000Z,285,377,459
2026-05-15T16:52:00.000Z,463,477,658
2026-05-15T16:53:00.000Z,392,510,670
2026-05-15T16:54:00.000Z,528,632,849
2026-05-15T16:55:00.000Z,505,441,653
2026-05-15T16:56:00.000Z,338,290,462
2026-05-15T16:57:00.000Z,449,389,584
2026-05-15T16:58:00.000Z,324,414,553
2026-05-15T16:59:00.000Z,332,296,470
2026-05-15T17:00:00.000Z,406,424,581
2026-05-15T17:01:00.000Z,356,283,471
2026-05-15T17:02:00.000Z,385,289,481
2026-05-15T17:03:00.000Z,249,282,394
2026-05-15T17:04:00.000Z,254,278,374
2026-05-15T17:05:00.000Z,316,294,419
2026-05-15T17:06:00.000Z,691,529,801
2026-05-15T17:07:00.000Z,234,238,351
2026-05-15T17:08:00.000Z,163,159,263
2026-05-15T17:09:00.000Z,229,285,371
2026-05-15T17:10:00.000Z,349,267,430
2026-05-15T17:11:00.000Z,221,204,306
2026-05-15T17:12:00.000Z,324,352,445
2026-05-15T17:13:00.000Z,321,370,454
2026-05-15T17:14:00.000Z,292,234,370
2026-05-15T17:15:00.000Z,357,301,418
2026-05-15T17:16:00.000Z,267,311,402
2026-05-15T17:17:00.000Z,209,239,334
2026-05-15T17:18:00.000Z,361,293,357
2026-05-15T17:19:00.000Z,429,362,499
2026-05-15T17:20:00.000Z,362,266,448
2026-05-15T17:21:00.000Z,371,290,442
2026-05-15T17:22:00.000Z,544,377,611
2026-05-15T17:23:00.000Z,495,499,683
2026-05-15T17:24:00.000Z,628,471,709
2026-05-15T17:25:00.000Z,691,658,913
2026-05-15T17:26:00.000Z,680,609,864
2026-05-15T17:27:00.000Z,324,309,478
2026-05-15T17:28:00.000Z,301,294,434
2026-05-15T17:29:00.000Z,376,422,514
2026-05-15T17:30:00.000Z,545,386,615
2026-05-15T17:31:00.000Z,395,342,529
2026-05-15T17:32:00.000Z,299,287,447
2026-05-15T17:33:00.000Z,388,500,507
2026-05-15T17:34:00.000Z,507,393,577
2026-05-15T17:35:00.000Z,458,445,542
2026-05-15T17:36:00.000Z,440,398,592
2026-05-15T17:37:00.000Z,269,341,437
2026-05-15T17:38:00.000Z,335,363,503
2026-05-15T17:39:00.000Z,301,201,345
2026-05-15T17:40:00.000Z,305,428,465
2026-05-15T17:41:00.000Z,428,567,630
2026-05-15T17:42:00.000Z,531,539,649
2026-05-15T17:43:00.000Z,305,204,357
2026-05-15T17:44:00.000Z,187,202,288
2026-05-15T17:45:00.000Z,248,231,343
2026-05-15T17:46:00.000Z,219,229,334
2026-05-15T17:47:00.000Z,221,232,315
2026-05-15T17:48:00.000Z,211,250,323
2026-05-15T17:49:00.000Z,177,179,271
2026-05-15T17:50:00.000Z,207,150,295
2026-05-15T17:51:00.000Z,181,126,222
2026-05-15T17:52:00.000Z,284,400,423
2026-05-15T17:53:00.000Z,308,231,338
2026-05-15T17:54:00.000Z,199,318,311
2026-05-15T17:55:00.000Z,290,213,320
2026-05-15T17:56:00.000Z,255,206,324
2026-05-15T17:57:00.000Z,291,325,442
2026-05-15T17:58:00.000Z,241,181,300
2026-05-15T17:59:00.000Z,467,339,467
2026-05-15T18:00:00.000Z,669,666,797
2026-05-15T18:01:00.000Z,386,380,513
2026-05-15T18:02:00.000Z,388,378,486
2026-05-15T18:03:00.000Z,185,183,289
2026-05-15T18:04:00.000Z,249,210,333
2026-05-15T18:05:00.000Z,660,439,715
