time,buyVolume,sellVolume,trades
2026-05-14T23:38:00.000Z,54,27,47
2026-05-14T23:39:00.000Z,17,32,27
2026-05-14T23:40:00.000Z,25,68,65
2026-05-14T23:41:00.000Z,22,20,34
2026-05-14T23:42:00.000Z,26,54,55
2026-05-14T23:43:00.000Z,72,52,75
2026-05-14T23:44:00.000Z,39,25,50
2026-05-14T23:45:00.000Z,52,77,90
2026-05-14T23:46:00.000Z,70,62,86
2026-05-14T23:47:00.000Z,46,44,63
2026-05-14T23:48:00.000Z,37,94,106
2026-05-14T23:49:00.000Z,130,227,240
2026-05-14T23:50:00.000Z,58,79,90
2026-05-14T23:51:00.000Z,33,24,46
2026-05-14T23:52:00.000Z,20,12,28
2026-05-14T23:53:00.000Z,92,20,76
2026-05-14T23:54:00.000Z,23,46,60
2026-05-14T23:55:00.000Z,44,119,122
2026-05-14T23:56:00.000Z,54,90,112
2026-05-14T23:57:00.000Z,91,166,165
2026-05-14T23:58:00.000Z,49,16,55
2026-05-14T23:59:00.000Z,54,33,69
2026-05-15T00:00:00.000Z,64,82,111
2026-05-15T00:01:00.000Z,128,340,339
2026-05-15T00:02:00.000Z,264,124,282
2026-05-15T00:03:00.000Z,132,116,185
2026-05-15T00:04:00.000Z,63,141,153
2026-05-15T00:05:00.000Z,74,45,99
2026-05-15T00:06:00.000Z,58,51,89
2026-05-15T00:07:00.000Z,92,42,81
2026-05-15T00:08:00.000Z,166,147,222
2026-05-15T00:09:00.000Z,50,45,68
2026-05-15T00:10:00.000Z,52,83,90
2026-05-15T00:11:00.000Z,56,75,96
2026-05-15T00:12:00.000Z,55,47,87
2026-05-15T00:13:00.000Z,41,30,59
2026-05-15T00:14:00.000Z,140,43,138
2026-05-15T00:15:00.000Z,240,150,323
2026-05-15T00:16:00.000Z,92,84,135
2026-05-15T00:17:00.000Z,39,47,70
2026-05-15T00:18:00.000Z,29,24,49
2026-05-15T00:19:00.000Z,56,72,91
2026-05-15T00:20:00.000Z,73,109,104
2026-05-15T00:21:00.000Z,83,72,95
2026-05-15T00:22:00.000Z,65,68,101
2026-05-15T00:23:00.000Z,25,21,44
2026-05-15T00:24:00.000Z,31,11,31
2026-05-15T00:25:00.000Z,31,58,78
2026-05-15T00:26:00.000Z,39,33,53
2026-05-15T00:27:00.000Z,23,15,34
2026-05-15T00:28:00.000Z,90,84,125
2026-05-15T00:29:00.000Z,74,56,81
2026-05-15T00:30:00.000Z,78,150,159
2026-05-15T00:31:00.000Z,58,46,88
2026-05-15T00:32:00.000Z,56,24,59
2026-05-15T00:33:00.000Z,36,77,77
2026-05-15T00:34:00.000Z,41,23,54
2026-05-15T00:35:00.000Z,26,53,62
2026-05-15T00:36:00.000Z,71,134,167
2026-05-15T00:37:00.000Z,85,93,142
2026-05-15T00:38:00.000Z,48,66,91
2026-05-15T00:39:00.000Z,100,133,174
2026-05-15T00:40:00.000Z,42,59,86
2026-05-15T00:41:00.000Z,128,257,290
2026-05-15T00:42:00.000Z,125,129,192
2026-05-15T00:43:00.000Z,322,176,355
2026-05-15T00:44:00.000Z,113,114,186
2026-05-15T00:45:00.000Z,81,85,130
2026-05-15T00:46:00.000Z,47,42,76
2026-05-15T00:47:00.000Z,78,48,102
2026-05-15T00:48:00.000Z,25,38,56
2026-05-15T00:49:00.000Z,37,21,51
2026-05-15T00:50:00.000Z,22,81,86
2026-05-15T00:51:00.000Z,49,83,112
2026-05-15T00:52:00.000Z,70,42,93
2026-05-15T00:53:00.000Z,68,36,82
2026-05-15T00:54:00.000Z,201,68,185
2026-05-15T00:55:00.000Z,56,80,103
2026-05-15T00:56:00.000Z,24,66,62
2026-05-15T00:57:00.000Z,25,30,45
2026-05-15T00:58:00.000Z,50,27,52
2026-05-15T00:59:00.000Z,28,31,48
2026-05-15T01:00:00.000Z,59,80,111
2026-05-15T01:01:00.000Z,35,108,85
2026-05-15T01:02:00.000Z,47,31,67
2026-05-15T01:03:00.000Z,66,69,98
2026-05-15T01:04:00.000Z,83,136,171
2026-05-15T01:05:00.000Z,65,61,108
2026-05-15T01:06:00.000Z,127,96,143
2026-05-15T01:07:00.000Z,59,77,116
2026-05-15T01:08:00.000Z,59,69,93
2026-05-15T01:09:00.000Z,87,188,166
2026-05-15T01:10:00.000Z,95,118,156
2026-05-15T01:11:00.000Z,52,59,78
2026-05-15T01:12:00.000Z,39,42,66
2026-05-15T01:13:00.000Z,62,51,90
2026-05-15T01:14:00.000Z,77,44,97
2026-05-15T01:15:00.000Z,77,55,107
2026-05-15T01:16:00.000Z,38,44,73
2026-05-15T01:17:00.000Z,36,55,78
2026-05-15T01:18:00.000Z,26,50,57
2026-05-15T01:19:00.000Z,56,75,108
2026-05-15T01:20:00.000Z,77,73,112
2026-05-15T01:21:00.000Z,138,257,290
2026-05-15T01:22:00.000Z,105,218,208
2026-05-15T01:23:00.000Z,118,117,189
2026-05-15T01:24:00.000Z,102,113,162
2026-05-15T01:25:00.000Z,187,313,324
2026-05-15T01:26:00.000Z,81,133,147
2026-05-15T01:27:00.000Z,60,125,117
2026-05-15T01:28:00.000Z,131,242,281
2026-05-15T01:29:00.000Z,146,228,269
2026-05-15T01:30:00.000Z,257,330,432
2026-05-15T01:31:00.000Z,145,165,244
2026-05-15T01:32:00.000Z,226,171,313
2026-05-15T01:33:00.000Z,92,106,155
2026-05-15T01:34:00.000Z,102,73,149
2026-05-15T01:35:00.000Z,156,101,204
2026-05-15T01:36:00.000Z,204,151,268
2026-05-15T01:37:00.000Z,69,61,109
2026-05-15T01:38:00.000Z,77,120,143
2026-05-15T01:39:00.000Z,57,49,77
2026-05-15T01:40:00.000Z,117,71,145
2026-05-15T01:41:00.000Z,52,105,123
2026-05-15T01:42:00.000Z,69,53,98
2026-05-15T01:43:00.000Z,61,71,106
2026-05-15T01:44:00.000Z,91,73,126
2026-05-15T01:45:00.000Z,149,295,310
2026-05-15T01:46:00.000Z,110,118,202
2026-05-15T01:47:00.000Z,185,179,266
2026-05-15T01:48:00.000Z,87,57,118
2026-05-15T01:49:00.000Z,90,103,158
2026-05-15T01:50:00.000Z,91,76,146
2026-05-15T01:51:00.000Z,105,272,276
2026-05-15T01:52:00.000Z,118,158,222
2026-05-15T01:53:00.000Z,145,135,230
2026-05-15T01:54:00.000Z,159,99,198
2026-05-15T01:55:00.000Z,159,103,221
2026-05-15T01:56:00.000Z,75,68,122
2026-05-15T01:57:00.000Z,72,79,132
2026-05-15T01:58:00.000Z,91,151,179
2026-05-15T01:59:00.000Z,154,281,283
2026-05-15T02:00:00.000Z,278,169,343
2026-05-15T02:01:00.000Z,95,129,175
2026-05-15T02:02:00.000Z,74,62,121
2026-05-15T02:03:00.000Z,70,105,136
2026-05-15T02:04:00.000Z,94,50,118
2026-05-15T02:05:00.000Z,109,159,198
2026-05-15T02:06:00.000Z,258,290,386
2026-05-15T02:07:00.000Z,186,229,324
2026-05-15T02:08:00.000Z,83,72,126
2026-05-15T02:09:00.000Z,75,73,124
2026-05-15T02:10:00.000Z,131,75,173
2026-05-15T02:11:00.000Z,194,112,228
2026-05-15T02:12:00.000Z,58,137,148
2026-05-15T02:13:00.000Z,58,51,97
2026-05-15T02:14:00.000Z,29,38,63
2026-05-15T02:15:00.000Z,108,140,188
2026-05-15T02:16:00.000Z,194,88,195
2026-05-15T02:17:00.000Z,146,252,291
2026-05-15T02:18:00.000Z,108,67,143
2026-05-15T02:19:00.000Z,109,65,131
2026-05-15T02:20:00.000Z,100,60,126
2026-05-15T02:21:00.000Z,59,71,94
2026-05-15T02:22:00.000Z,109,70,136
2026-05-15T02:23:00.000Z,82,65,105
2026-05-15T02:24:00.000Z,55,51,91
2026-05-15T02:25:00.000Z,113,61,130
2026-05-15T02:26:00.000Z,110,79,156
2026-05-15T02:27:00.000Z,55,120,131
2026-05-15T02:28:00.000Z,75,98,143
2026-05-15T02:29:00.000Z,46,54,87
2026-05-15T02:30:00.000Z,147,277,303
2026-05-15T02:31:00.000Z,53,122,113
2026-05-15T02:32:00.000Z,77,131,174
2026-05-15T02:33:00.000Z,78,49,112
2026-05-15T02:34:00.000Z,120,53,124
2026-05-15T02:35:00.000Z,218,106,237
2026-05-15T02:36:00.000Z,78,75,126
2026-05-15T02:37:00.000Z,39,43,72
2026-05-15T02:38:00.000Z,21,51,63
2026-05-15T02:39:00.000Z,112,177,178
2026-05-15T02:40:00.000Z,72,51,88
2026-05-15T02:41:00.000Z,44,50,84
2026-05-15T02:42:00.000Z,45,25,65
2026-05-15T02:43:00.000Z,46,31,69
2026-05-15T02:44:00.000Z,122,68,146
2026-05-15T02:45:00.000Z,133,79,163
2026-05-15T02:46:00.000Z,81,98,129
2026-05-15T02:47:00.000Z,29,55,76
2026-05-15T02:48:00.000Z,31,33,59
2026-05-15T02:49:00.000Z,48,24,64
2026-05-15T02:50:00.000Z,52,98,106
2026-05-15T02:51:00.000Z,549,239,539
2026-05-15T02:52:00.000Z,163,204,271
2026-05-15T02:53:00.000Z,74,80,119
2026-05-15T02:54:00.000Z,163,79,167
2026-05-15T02:55:00.000Z,50,60,86
2026-05-15T02:56:00.000Z,28,52,74
2026-05-15T02:57:00.000Z,39,89,90
2026-05-15T02:58:00.000Z,53,76,107
2026-05-15T02:59:00.000Z,69,64,111
2026-05-15T03:00:00.000Z,150,120,205
2026-05-15T03:01:00.000Z,61,156,133
2026-05-15T03:02:00.000Z,88,105,150
2026-05-15T03:03:00.000Z,48,47,82
2026-05-15T03:04:00.000Z,55,77,111
2026-05-15T03:05:00.000Z,40,62,75
2026-05-15T03:06:00.000Z,38,39,65
2026-05-15T03:07:00.000Z,47,77,87
2026-05-15T03:08:00.000Z,25,33,49
2026-05-15T03:09:00.000Z,34,66,80
2026-05-15T03:10:00.000Z,138,65,152
2026-05-15T03:11:00.000Z,71,45,102
2026-05-15T03:12:00.000Z,40,46,69
2026-05-15T03:13:00.000Z,22,41,54
2026-05-15T03:14:00.000Z,19,28,42
2026-05-15T03:15:00.000Z,38,25,56
2026-05-15T03:16:00.000Z,30,61,74
2026-05-15T03:17:00.000Z,29,47,64
2026-05-15T03:18:00.000Z,50,26,60
2026-05-15T03:19:00.000Z,25,87,72
2026-05-15T03:20:00.000Z,49,57,79
2026-05-15T03:21:00.000Z,45,51,71
2026-05-15T03:22:00.000Z,31,43,62
2026-05-15T03:23:00.000Z,14,50,45
2026-05-15T03:24:00.000Z,19,24,34
2026-05-15T03:25:00.000Z,50,37,72
2026-05-15T03:26:00.000Z,28,52,65
2026-05-15T03:27:00.000Z,19,12,26
2026-05-15T03:28:00.000Z,24,44,57
2026-05-15T03:29:00.000Z,12,16,24
2026-05-15T03:30:00.000Z,76,41,93
2026-05-15T03:31:00.000Z,57,98,130
2026-05-15T03:32:00.000Z,52,58,93
2026-05-15T03:33:00.000Z,68,126,150
2026-05-15T03:34:00.000Z,140,192,220
2026-05-15T03:35:00.000Z,98,156,202
2026-05-15T03:36:00.000Z,94,99,142
2026-05-15T03:37:00.000Z,176,121,207
2026-05-15T03:38:00.000Z,219,88,227
2026-05-15T03:39:00.000Z,61,90,120
2026-05-15T03:40:00.000Z,58,40,79
2026-05-15T03:41:00.000Z,78,29,91
2026-05-15T03:42:00.000Z,99,64,129
2026-05-15T03:43:00.000Z,60,121,139
2026-05-15T03:44:00.000Z,69,105,126
2026-05-15T03:45:00.000Z,36,24,52
2026-05-15T03:46:00.000Z,28,28,50
2026-05-15T03:47:00.000Z,16,34,43
2026-05-15T03:48:00.000Z,54,31,58
2026-05-15T03:49:00.000Z,13,14,25
2026-05-15T03:50:00.000Z,76,62,96
2026-05-15T03:51:00.000Z,45,30,44
2026-05-15T03:52:00.000Z,20,54,51
2026-05-15T03:53:00.000Z,43,48,68
2026-05-15T03:54:00.000Z,17,27,37
2026-05-15T03:55:00.000Z,41,36,59
2026-05-15T03:56:00.000Z,119,101,157
2026-05-15T03:57:00.000Z,31,22,44
2026-05-15T03:58:00.000Z,23,10,25
2026-05-15T03:59:00.000Z,12,19,22
2026-05-15T04:00:00.000Z,17,31,45
2026-05-15T04:01:00.000Z,15,53,50
2026-05-15T04:02:00.000Z,30,52,66
2026-05-15T04:03:00.000Z,101,75,125
2026-05-15T04:04:00.000Z,55,22,52
2026-05-15T04:05:00.000Z,28,22,38
2026-05-15T04:06:00.000Z,27,37,53
2026-05-15T04:07:00.000Z,17,23,34
2026-05-15T04:08:00.000Z,26,85,73
2026-05-15T04:09:00.000Z,46,69,82
2026-05-15T04:10:00.000Z,41,40,61
2026-05-15T04:11:00.000Z,41,62,74
2026-05-15T04:12:00.000Z,71,69,96
2026-05-15T04:13:00.000Z,106,111,177
2026-05-15T04:14:00.000Z,37,35,60
2026-05-15T04:15:00.000Z,38,35,48
2026-05-15T04:16:00.000Z,51,38,67
2026-05-15T04:17:00.000Z,34,39,55
2026-05-15T04:18:00.000Z,14,26,35
2026-05-15T04:19:00.000Z,29,155,109
2026-05-15T04:20:00.000Z,58,58,88
2026-05-15T04:21:00.000Z,62,104,116
2026-05-15T04:22:00.000Z,56,86,106
2026-05-15T04:23:00.000Z,87,67,123
2026-05-15T04:24:00.000Z,81,40,83
2026-05-15T04:25:00.000Z,47,70,89
2026-05-15T04:26:00.000Z,49,58,82
2026-05-15T04:27:00.000Z,54,48,71
2026-05-15T04:28:00.000Z,83,60,112
2026-05-15T04:29:00.000Z,82,35,80
2026-05-15T04:30:00.000Z,55,119,123
2026-05-15T04:31:00.000Z,70,54,97
2026-05-15T04:32:00.000Z,72,79,122
2026-05-15T04:33:00.000Z,36,38,62
2026-05-15T04:34:00.000Z,146,47,119
2026-05-15T04:35:00.000Z,140,88,161
2026-05-15T04:36:00.000Z,59,50,87
2026-05-15T04:37:00.000Z,25,68,71
2026-05-15T04:38:00.000Z,57,43,72
2026-05-15T04:39:00.000Z,134,70,159
2026-05-15T04:40:00.000Z,78,48,92
2026-05-15T04:41:00.000Z,94,54,104
2026-05-15T04:42:00.000Z,69,80,86
2026-05-15T04:43:00.000Z,30,67,84
2026-05-15T04:44:00.000Z,39,146,122
2026-05-15T04:45:00.000Z,126,39,101
2026-05-15T04:46:00.000Z,21,52,56
2026-05-15T04:47:00.000Z,82,230,186
2026-05-15T04:48:00.000Z,163,169,239
2026-05-15T04:49:00.000Z,143,225,257
2026-05-15T04:50:00.000Z,112,91,164
2026-05-15T04:51:00.000Z,88,121,156
2026-05-15T04:52:00.000Z,107,85,145
2026-05-15T04:53:00.000Z,144,72,171
2026-05-15T04:54:00.000Z,159,164,236
2026-05-15T04:55:00.000Z,97,94,143
2026-05-15T04:56:00.000Z,73,66,107
2026-05-15T04:57:00.000Z,56,64,96
2026-05-15T04:58:00.000Z,100,112,141
2026-05-15T04:59:00.000Z,181,410,368
2026-05-15T05:00:00.000Z,135,182,254
2026-05-15T05:01:00.000Z,114,108,197
2026-05-15T05:02:00.000Z,65,48,99
2026-05-15T05:03:00.000Z,86,120,144
2026-05-15T05:04:00.000Z,98,79,131
2026-05-15T05:05:00.000Z,79,59,114
2026-05-15T05:06:00.000Z,125,185,206
2026-05-15T05:07:00.000Z,272,575,595
2026-05-15T05:08:00.000Z,92,144,181
2026-05-15T05:09:00.000Z,125,148,192
2026-05-15T05:10:00.000Z,191,165,281
2026-05-15T05:11:00.000Z,80,61,121
2026-05-15T05:12:00.000Z,172,88,194
2026-05-15T05:13:00.000Z,117,164,200
2026-05-15T05:14:00.000Z,141,133,189
2026-05-15T05:15:00.000Z,166,69,179
2026-05-15T05:16:00.000Z,68,151,166
2026-05-15T05:17:00.000Z,92,114,150
2026-05-15T05:18:00.000Z,47,37,77
2026-05-15T05:19:00.000Z,34,65,85
2026-05-15T05:20:00.000Z,106,61,123
2026-05-15T05:21:00.000Z,66,62,108
2026-05-15T05:22:00.000Z,53,61,100
2026-05-15T05:23:00.000Z,50,126,141
2026-05-15T05:24:00.000Z,150,85,179
2026-05-15T05:25:00.000Z,73,38,100
2026-05-15T05:26:00.000Z,55,106,115
2026-05-15T05:27:00.000Z,44,52,84
2026-05-15T05:28:00.000Z,68,29,71
2026-05-15T05:29:00.000Z,35,32,57
2026-05-15T05:30:00.000Z,62,94,128
2026-05-15T05:31:00.000Z,112,218,238
2026-05-15T05:32:00.000Z,153,256,262
2026-05-15T05:33:00.000Z,96,72,140
2026-05-15T05:34:00.000Z,75,106,143
2026-05-15T05:35:00.000Z,110,157,191
2026-05-15T05:36:00.000Z,247,283,334
2026-05-15T05:37:00.000Z,108,108,165
2026-05-15T05:38:00.000Z,111,123,196
2026-05-15T05:39:00.000Z,63,72,115
2026-05-15T05:40:00.000Z,129,188,241
2026-05-15T05:41:00.000Z,198,125,270
2026-05-15T05:42:00.000Z,81,132,182
2026-05-15T05:43:00.000Z,233,388,422
2026-05-15T05:44:00.000Z,85,104,142
2026-05-15T05:45:00.000Z,205,273,357
2026-05-15T05:46:00.000Z,147,128,214
2026-05-15T05:47:00.000Z,95,186,217
2026-05-15T05:48:00.000Z,151,105,215
2026-05-15T05:49:00.000Z,114,244,255
2026-05-15T05:50:00.000Z,223,192,320
2026-05-15T05:51:00.000Z,196,136,263
2026-05-15T05:52:00.000Z,143,185,243
2026-05-15T05:53:00.000Z,125,88,177
2026-05-15T05:54:00.000Z,114,184,239
2026-05-15T05:55:00.000Z,96,87,142
2026-05-15T05:56:00.000Z,135,167,233
2026-05-15T05:57:00.000Z,172,234,317
2026-05-15T05:58:00.000Z,185,206,298
2026-05-15T05:59:00.000Z,134,175,237
2026-05-15T06:00:00.000Z,701,753,1094
2026-05-15T06:01:00.000Z,321,225,429
2026-05-15T06:02:00.000Z,341,184,417
2026-05-15T06:03:00.000Z,215,253,355
2026-05-15T06:04:00.000Z,289,159,359
2026-05-15T06:05:00.000Z,191,145,281
2026-05-15T06:06:00.000Z,132,131,226
2026-05-15T06:07:00.000Z,171,149,256
2026-05-15T06:08:00.000Z,355,194,385
2026-05-15T06:09:00.000Z,117,184,213
2026-05-15T06:10:00.000Z,125,170,223
2026-05-15T06:11:00.000Z,159,175,240
2026-05-15T06:12:00.000Z,133,124,191
2026-05-15T06:13:00.000Z,97,72,138
2026-05-15T06:14:00.000Z,150,137,209
2026-05-15T06:15:00.000Z,140,128,211
2026-05-15T06:16:00.000Z,286,187,317
2026-05-15T06:17:00.000Z,234,327,373
2026-05-15T06:18:00.000Z,96,120,187
2026-05-15T06:19:00.000Z,137,208,297
2026-05-15T06:20:00.000Z,572,554,814
2026-05-15T06:21:00.000Z,284,165,335
2026-05-15T06:22:00.000Z,221,177,313
2026-05-15T06:23:00.000Z,87,161,175
2026-05-15T06:24:00.000Z,143,231,268
2026-05-15T06:25:00.000Z,156,140,229
2026-05-15T06:26:00.000Z,288,127,289
2026-05-15T06:27:00.000Z,199,133,229
2026-05-15T06:28:00.000Z,152,96,206
2026-05-15T06:29:00.000Z,115,99,161
2026-05-15T06:30:00.000Z,404,247,510
2026-05-15T06:31:00.000Z,231,209,331
2026-05-15T06:32:00.000Z,512,287,531
2026-05-15T06:33:00.000Z,142,93,183
2026-05-15T06:34:00.000Z,208,183,286
2026-05-15T06:35:00.000Z,93,151,179
2026-05-15T06:36:00.000Z,126,68,155
2026-05-15T06:37:00.000Z,56,90,120
2026-05-15T06:38:00.000Z,123,161,192
2026-05-15T06:39:00.000Z,238,69,183
2026-05-15T06:40:00.000Z,394,192,380
2026-05-15T06:41:00.000Z,117,107,169
2026-05-15T06:42:00.000Z,100,101,168
2026-05-15T06:43:00.000Z,176,73,199
2026-05-15T06:44:00.000Z,111,71,138
2026-05-15T06:45:00.000Z,167,174,286
2026-05-15T06:46:00.000Z,88,149,173
2026-05-15T06:47:00.000Z,136,128,186
2026-05-15T06:48:00.000Z,68,86,121
2026-05-15T06:49:00.000Z,70,73,97
2026-05-15T06:50:00.000Z,90,156,161
2026-05-15T06:51:00.000Z,130,135,198
2026-05-15T06:52:00.000Z,72,123,137
2026-05-15T06:53:00.000Z,44,25,62
2026-05-15T06:54:00.000Z,44,98,102
2026-05-15T06:55:00.000Z,83,43,105
2026-05-15T06:56:00.000Z,70,26,72
2026-05-15T06:57:00.000Z,51,74,108
2026-05-15T06:58:00.000Z,43,29,60
2026-05-15T06:59:00.000Z,59,38,71
2026-05-15T07:00:00.000Z,140,123,219
2026-05-15T07:01:00.000Z,196,219,301
2026-05-15T07:02:00.000Z,180,109,225
2026-05-15T07:03:00.000Z,60,74,110
2026-05-15T07:04:00.000Z,74,83,130
2026-05-15T07:05:00.000Z,147,101,193
2026-05-15T07:06:00.000Z,127,101,177
2026-05-15T07:07:00.000Z,58,64,102
2026-05-15T07:08:00.000Z,125,228,261
2026-05-15T07:09:00.000Z,52,66,96
2026-05-15T07:10:00.000Z,144,55,165
2026-05-15T07:11:00.000Z,70,56,85
2026-05-15T07:12:00.000Z,159,101,152
2026-05-15T07:13:00.000Z,176,121,207
2026-05-15T07:14:00.000Z,381,454,422
2026-05-15T07:15:00.000Z,154,223,280
2026-05-15T07:16:00.000Z,115,147,190
2026-05-15T07:17:00.000Z,96,98,143
2026-05-15T07:18:00.000Z,56,69,105
2026-05-15T07:19:00.000Z,92,135,160
2026-05-15T07:20:00.000Z,202,128,250
2026-05-15T07:21:00.000Z,179,205,215
2026-05-15T07:22:00.000Z,61,128,153
2026-05-15T07:23:00.000Z,86,106,137
2026-05-15T07:24:00.000Z,51,48,77
2026-05-15T07:25:00.000Z,68,88,121
2026-05-15T07:26:00.000Z,70,80,116
2026-05-15T07:27:00.000Z,110,66,142
2026-05-15T07:28:00.000Z,77,47,104
2026-05-15T07:29:00.000Z,44,44,76
2026-05-15T07:30:00.000Z,73,68,118
2026-05-15T07:31:00.000Z,97,81,141
2026-05-15T07:32:00.000Z,38,79,84
2026-05-15T07:33:00.000Z,135,191,244
2026-05-15T07:34:00.000Z,195,210,292
2026-05-15T07:35:00.000Z,134,142,212
2026-05-15T07:36:00.000Z,189,216,305
2026-05-15T07:37:00.000Z,282,204,326
2026-05-15T07:38:00.000Z,205,160,240
2026-05-15T07:39:00.000Z,156,152,217
2026-05-15T07:40:00.000Z,112,125,183
2026-05-15T07:41:00.000Z,207,354,365
2026-05-15T07:42:00.000Z,235,124,265
2026-05-15T07:43:00.000Z,158,94,177
2026-05-15T07:44:00.000Z,86,95,141
2026-05-15T07:45:00.000Z,134,114,196
2026-05-15T07:46:00.000Z,74,84,132
2026-05-15T07:47:00.000Z,99,71,141
2026-05-15T07:48:00.000Z,101,70,140
2026-05-15T07:49:00.000Z,121,87,157
2026-05-15T07:50:00.000Z,75,77,125
2026-05-15T07:51:00.000Z,70,74,119
2026-05-15T07:52:00.000Z,99,52,120
2026-05-15T07:53:00.000Z,54,89,119
2026-05-15T07:54:00.000Z,29,39,53
2026-05-15T07:55:00.000Z,46,38,76
2026-05-15T07:56:00.000Z,15,32,44
2026-05-15T07:57:00.000Z,36,25,47
2026-05-15T07:58:00.000Z,46,39,73
2026-05-15T07:59:00.000Z,38,36,65
2026-05-15T08:00:00.000Z,190,275,360
2026-05-15T08:01:00.000Z,196,234,353
2026-05-15T08:02:00.000Z,251,261,396
2026-05-15T08:03:00.000Z,208,165,290
2026-05-15T08:04:00.000Z,153,213,276
2026-05-15T08:05:00.000Z,142,168,231
2026-05-15T08:06:00.000Z,197,162,256
