time,price,bidVolume,askVolume
2026-07-13T00:00:00.000Z,29870.75,2,0
2026-07-13T00:00:00.000Z,29871,10,0
2026-07-13T00:00:00.000Z,29871.25,4,0
2026-07-13T00:00:00.000Z,29871.5,6,0
2026-07-13T00:00:00.000Z,29871.75,0,2
2026-07-13T00:00:00.000Z,29872,9,2
2026-07-13T00:00:00.000Z,29872.25,6,2
2026-07-13T00:00:00.000Z,29872.5,7,7
2026-07-13T00:00:00.000Z,29872.75,12,9
2026-07-13T00:00:00.000Z,29873,16,14
2026-07-13T00:00:00.000Z,29873.25,24,0
2026-07-13T00:00:00.000Z,29873.5,21,5
2026-07-13T00:00:00.000Z,29873.75,12,16
2026-07-13T00:00:00.000Z,29874,32,32
2026-07-13T00:00:00.000Z,29874.25,13,38
2026-07-13T00:00:00.000Z,29874.5,39,30
2026-07-13T00:00:00.000Z,29874.75,48,41
2026-07-13T00:00:00.000Z,29875,46,29
2026-07-13T00:00:00.000Z,29875.25,28,21
2026-07-13T00:00:00.000Z,29875.5,28,25
2026-07-13T00:00:00.000Z,29875.75,32,32
2026-07-13T00:00:00.000Z,29876,36,20
2026-07-13T00:00:00.000Z,29876.25,29,25
2026-07-13T00:00:00.000Z,29876.5,25,32
2026-07-13T00:00:00.000Z,29876.75,46,42
2026-07-13T00:00:00.000Z,29877,46,37
2026-07-13T00:00:00.000Z,29877.25,54,56
2026-07-13T00:00:00.000Z,29877.5,25,32
2026-07-13T00:00:00.000Z,29877.75,28,34
2026-07-13T00:00:00.000Z,29878,35,50
2026-07-13T00:00:00.000Z,29878.25,15,28
2026-07-13T00:00:00.000Z,29878.5,23,18
2026-07-13T00:00:00.000Z,29878.75,14,16
2026-07-13T00:00:00.000Z,29879,11,15
2026-07-13T00:00:00.000Z,29879.25,9,10
2026-07-13T00:00:00.000Z,29879.5,6,9
2026-07-13T00:00:00.000Z,29879.75,10,13
2026-07-13T00:00:00.000Z,29880,65,9
2026-07-13T00:00:00.000Z,29880.25,6,10
2026-07-13T00:00:00.000Z,29880.5,13,12
2026-07-13T00:00:00.000Z,29880.75,4,12
2026-07-13T00:00:00.000Z,29881,11,17
2026-07-13T00:00:00.000Z,29881.25,3,6
2026-07-13T00:00:00.000Z,29881.5,16,3
2026-07-13T00:00:00.000Z,29881.75,13,5
2026-07-13T00:00:00.000Z,29882,10,9
2026-07-13T00:00:00.000Z,29882.25,14,10
2026-07-13T00:00:00.000Z,29882.5,10,6
2026-07-13T00:00:00.000Z,29882.75,4,2
2026-07-13T00:00:00.000Z,29883,6,1
2026-07-13T00:00:00.000Z,29883.25,5,4
2026-07-13T00:00:00.000Z,29883.5,2,6
2026-07-13T00:00:00.000Z,29883.75,0,4
2026-07-13T00:00:00.000Z,29884,4,5
2026-07-13T00:00:00.000Z,29884.25,2,2
2026-07-13T00:00:00.000Z,29884.5,2,0
2026-07-13T00:00:00.000Z,29884.75,3,0
2026-07-13T00:00:00.000Z,29885,5,0
2026-07-13T00:00:00.000Z,29885.25,2,0
2026-07-13T00:00:00.000Z,29885.5,3,0
2026-07-13T00:00:00.000Z,29885.75,3,3
2026-07-13T00:00:00.000Z,29886,6,7
2026-07-13T00:00:00.000Z,29886.25,6,2
2026-07-13T00:00:00.000Z,29886.5,1,5
2026-07-13T00:00:00.000Z,29886.75,0,3
2026-07-13T00:00:00.000Z,29887,8,2
2026-07-13T00:00:00.000Z,29887.25,4,2
2026-07-13T00:00:00.000Z,29887.5,6,2
2026-07-13T00:00:00.000Z,29887.75,5,5
2026-07-13T00:00:00.000Z,29888,11,3
2026-07-13T00:00:00.000Z,29888.25,12,8
2026-07-13T00:00:00.000Z,29888.5,12,3
2026-07-13T00:00:00.000Z,29888.75,9,0
2026-07-13T00:00:00.000Z,29889,2,5
2026-07-13T00:00:00.000Z,29889.25,6,6
2026-07-13T00:00:00.000Z,29889.5,5,9
2026-07-13T00:00:00.000Z,29889.75,3,2
2026-07-13T00:00:00.000Z,29890,8,3
2026-07-13T00:00:00.000Z,29890.25,9,9
2026-07-13T00:00:00.000Z,29890.5,2,7
2026-07-13T00:00:00.000Z,29890.75,11,8
2026-07-13T00:00:00.000Z,29891,14,9
2026-07-13T00:00:00.000Z,29891.25,12,17
2026-07-13T00:00:00.000Z,29891.5,9,8
2026-07-13T00:00:00.000Z,29891.75,9,14
2026-07-13T00:00:00.000Z,29892,13,9
2026-07-13T00:00:00.000Z,29892.25,14,11
2026-07-13T00:00:00.000Z,29892.5,6,21
2026-07-13T00:00:00.000Z,29892.75,3,4
2026-07-13T00:00:00.000Z,29893,2,17
2026-07-13T00:00:00.000Z,29893.25,3,5
2026-07-13T00:00:00.000Z,29893.5,0,2
2026-07-13T00:00:00.000Z,29893.75,1,2
2026-07-13T00:00:00.000Z,29894,3,6
2026-07-13T00:00:00.000Z,29894.25,3,4
2026-07-13T00:00:00.000Z,29894.5,3,5
2026-07-13T00:00:00.000Z,29894.75,0,1
2026-07-13T00:00:00.000Z,29895,0,10
2026-07-13T00:00:00.000Z,29895.25,4,3
2026-07-13T00:00:00.000Z,29895.5,11,47
2026-07-13T00:00:00.000Z,29895.75,13,8
2026-07-13T00:00:00.000Z,29896,11,15
2026-07-13T00:00:00.000Z,29896.25,19,18
2026-07-13T00:00:00.000Z,29896.5,4,9
2026-07-13T00:00:00.000Z,29896.75,6,16
2026-07-13T00:00:00.000Z,29897,5,13
2026-07-13T00:00:00.000Z,29897.25,21,27
2026-07-13T00:00:00.000Z,29897.5,10,16
2026-07-13T00:00:00.000Z,29897.75,11,15
2026-07-13T00:00:00.000Z,29898,8,22
2026-07-13T00:00:00.000Z,29898.25,11,13
2026-07-13T00:00:00.000Z,29898.5,14,10
2026-07-13T00:00:00.000Z,29898.75,13,14
2026-07-13T00:00:00.000Z,29899,14,18
2026-07-13T00:00:00.000Z,29899.25,15,25
2026-07-13T00:00:00.000Z,29899.5,11,40
2026-07-13T00:00:00.000Z,29899.75,15,32
2026-07-13T00:00:00.000Z,29900,13,69
2026-07-13T00:00:00.000Z,29900.25,10,16
2026-07-13T00:00:00.000Z,29900.5,5,19
2026-07-13T00:00:00.000Z,29900.75,9,19
2026-07-13T00:00:00.000Z,29901,3,16
2026-07-13T00:00:00.000Z,29901.25,0,15
2026-07-13T00:00:00.000Z,29901.5,2,6
2026-07-13T00:00:00.000Z,29901.75,0,18
2026-07-13T00:00:00.000Z,29902,0,11
2026-07-13T00:01:00.000Z,29877.75,1,0
2026-07-13T00:01:00.000Z,29878,3,1
2026-07-13T00:01:00.000Z,29878.25,4,2
2026-07-13T00:01:00.000Z,29878.5,8,1
2026-07-13T00:01:00.000Z,29878.75,6,0
2026-07-13T00:01:00.000Z,29879,1,1
2026-07-13T00:01:00.000Z,29879.25,0,1
2026-07-13T00:01:00.000Z,29879.5,6,5
2026-07-13T00:01:00.000Z,29879.75,4,0
2026-07-13T00:01:00.000Z,29880,3,5
2026-07-13T00:01:00.000Z,29880.25,6,2
2026-07-13T00:01:00.000Z,29880.5,1,5
2026-07-13T00:01:00.000Z,29880.75,5,4
2026-07-13T00:01:00.000Z,29881,6,5
2026-07-13T00:01:00.000Z,29881.25,4,5
2026-07-13T00:01:00.000Z,29881.5,6,2
2026-07-13T00:01:00.000Z,29881.75,0,2
2026-07-13T00:01:00.000Z,29882,3,4
2026-07-13T00:01:00.000Z,29882.25,2,8
2026-07-13T00:01:00.000Z,29882.5,0,6
2026-07-13T00:01:00.000Z,29882.75,2,7
2026-07-13T00:01:00.000Z,29883,1,7
2026-07-13T00:01:00.000Z,29883.25,0,11
2026-07-13T00:01:00.000Z,29883.5,2,7
2026-07-13T00:01:00.000Z,29883.75,2,9
2026-07-13T00:01:00.000Z,29884,2,10
2026-07-13T00:01:00.000Z,29884.25,5,3
2026-07-13T00:01:00.000Z,29884.5,17,6
2026-07-13T00:01:00.000Z,29884.75,10,3
2026-07-13T00:01:00.000Z,29885,16,8
2026-07-13T00:01:00.000Z,29885.25,12,12
2026-07-13T00:01:00.000Z,29885.5,3,11
2026-07-13T00:01:00.000Z,29885.75,4,12
2026-07-13T00:01:00.000Z,29886,3,18
2026-07-13T00:01:00.000Z,29886.25,13,11
2026-07-13T00:01:00.000Z,29886.5,2,5
2026-07-13T00:01:00.000Z,29886.75,6,1
2026-07-13T00:01:00.000Z,29887,2,6
2026-07-13T00:01:00.000Z,29887.25,3,6
2026-07-13T00:01:00.000Z,29887.5,13,8
2026-07-13T00:01:00.000Z,29887.75,8,31
2026-07-13T00:01:00.000Z,29888,9,11
2026-07-13T00:01:00.000Z,29888.25,11,19
2026-07-13T00:01:00.000Z,29888.5,14,18
2026-07-13T00:01:00.000Z,29888.75,15,15
2026-07-13T00:01:00.000Z,29889,10,13
2026-07-13T00:01:00.000Z,29889.25,7,12
2026-07-13T00:01:00.000Z,29889.5,2,12
2026-07-13T00:01:00.000Z,29889.75,10,13
2026-07-13T00:01:00.000Z,29890,10,61
2026-07-13T00:01:00.000Z,29890.25,7,2
2026-07-13T00:01:00.000Z,29890.5,17,4
2026-07-13T00:01:00.000Z,29890.75,10,11
2026-07-13T00:01:00.000Z,29891,17,9
2026-07-13T00:01:00.000Z,29891.25,14,16
2026-07-13T00:01:00.000Z,29891.5,13,24
2026-07-13T00:01:00.000Z,29891.75,6,14
2026-07-13T00:01:00.000Z,29892,19,8
2026-07-13T00:01:00.000Z,29892.25,14,8
2026-07-13T00:01:00.000Z,29892.5,7,10
2026-07-13T00:01:00.000Z,29892.75,9,7
2026-07-13T00:01:00.000Z,29893,10,8
2026-07-13T00:01:00.000Z,29893.25,14,11
2026-07-13T00:01:00.000Z,29893.5,18,12
2026-07-13T00:01:00.000Z,29893.75,10,12
2026-07-13T00:01:00.000Z,29894,19,9
2026-07-13T00:01:00.000Z,29894.25,24,22
2026-07-13T00:01:00.000Z,29894.5,10,10
2026-07-13T00:01:00.000Z,29894.75,4,33
2026-07-13T00:01:00.000Z,29895,4,11
2026-07-13T00:01:00.000Z,29895.25,3,1
2026-07-13T00:01:00.000Z,29895.5,2,5
2026-07-13T00:01:00.000Z,29895.75,0,2
2026-07-13T00:01:00.000Z,29896,1,15
2026-07-13T00:01:00.000Z,29896.5,0,14
2026-07-13T00:01:00.000Z,29896.75,3,4
2026-07-13T00:01:00.000Z,29897,0,3
2026-07-13T00:01:00.000Z,29897.25,1,8
2026-07-13T00:01:00.000Z,29897.5,0,6
2026-07-13T00:01:00.000Z,29897.75,9,4
2026-07-13T00:01:00.000Z,29898,3,6
2026-07-13T00:01:00.000Z,29898.25,10,13
2026-07-13T00:01:00.000Z,29898.5,6,5
2026-07-13T00:01:00.000Z,29898.75,4,15
2026-07-13T00:01:00.000Z,29899,1,2
2026-07-13T00:01:00.000Z,29899.25,0,12
2026-07-13T00:01:00.000Z,29899.5,0,6
2026-07-13T00:01:00.000Z,29899.75,0,1
2026-07-13T00:01:00.000Z,29900,0,20
2026-07-13T00:01:00.000Z,29900.25,3,4
2026-07-13T00:01:00.000Z,29900.5,8,0
2026-07-13T00:01:00.000Z,29900.75,14,3
2026-07-13T00:01:00.000Z,29901,6,18
2026-07-13T00:01:00.000Z,29901.25,6,26
2026-07-13T00:01:00.000Z,29901.5,12,12
2026-07-13T00:01:00.000Z,29901.75,14,18
2026-07-13T00:01:00.000Z,29902,11,27
2026-07-13T00:01:00.000Z,29902.25,10,17
2026-07-13T00:01:00.000Z,29902.5,7,19
2026-07-13T00:01:00.000Z,29902.75,10,15
2026-07-13T00:01:00.000Z,29903,13,30
2026-07-13T00:01:00.000Z,29903.25,12,13
2026-07-13T00:01:00.000Z,29903.5,7,10
2026-07-13T00:01:00.000Z,29903.75,8,16
2026-07-13T00:01:00.000Z,29904,3,18
2026-07-13T00:01:00.000Z,29904.25,6,9
2026-07-13T00:01:00.000Z,29904.5,20,13
2026-07-13T00:01:00.000Z,29904.75,26,13
2026-07-13T00:01:00.000Z,29905,22,27
2026-07-13T00:01:00.000Z,29905.25,19,20
2026-07-13T00:01:00.000Z,29905.5,11,14
2026-07-13T00:01:00.000Z,29905.75,5,19
2026-07-13T00:01:00.000Z,29906,14,31
2026-07-13T00:01:00.000Z,29906.25,19,26
2026-07-13T00:01:00.000Z,29906.5,5,19
2026-07-13T00:01:00.000Z,29906.75,13,21
2026-07-13T00:01:00.000Z,29907,12,21
2026-07-13T00:01:00.000Z,29907.25,22,15
2026-07-13T00:01:00.000Z,29907.5,25,12
2026-07-13T00:01:00.000Z,29907.75,19,13
2026-07-13T00:01:00.000Z,29908,17,24
2026-07-13T00:01:00.000Z,29908.25,30,40
2026-07-13T00:01:00.000Z,29908.5,9,31
2026-07-13T00:01:00.000Z,29908.75,8,23
2026-07-13T00:01:00.000Z,29909,21,26
2026-07-13T00:01:00.000Z,29909.25,13,23
2026-07-13T00:01:00.000Z,29909.5,11,5
2026-07-13T00:01:00.000Z,29909.75,19,25
2026-07-13T00:01:00.000Z,29910,15,32
2026-07-13T00:01:00.000Z,29910.25,2,9
2026-07-13T00:01:00.000Z,29910.5,6,12
2026-07-13T00:01:00.000Z,29910.75,6,7
2026-07-13T00:01:00.000Z,29911,4,10
2026-07-13T00:01:00.000Z,29911.25,0,11
2026-07-13T00:01:00.000Z,29911.5,0,23
2026-07-13T00:01:00.000Z,29911.75,68,18
2026-07-13T00:01:00.000Z,29912,6,10
2026-07-13T00:01:00.000Z,29912.25,7,6
2026-07-13T00:01:00.000Z,29912.5,9,13
2026-07-13T00:01:00.000Z,29912.75,8,20
2026-07-13T00:01:00.000Z,29913,0,8
2026-07-13T00:01:00.000Z,29913.25,0,11
2026-07-13T00:01:00.000Z,29913.5,0,6
2026-07-13T00:01:00.000Z,29913.75,0,2
2026-07-13T00:02:00.000Z,29901.25,4,0
2026-07-13T00:02:00.000Z,29901.5,1,1
2026-07-13T00:02:00.000Z,29901.75,1,0
2026-07-13T00:02:00.000Z,29902.25,0,1
2026-07-13T00:02:00.000Z,29902.75,9,0
2026-07-13T00:02:00.000Z,29903,3,2
2026-07-13T00:02:00.000Z,29903.25,2,2
2026-07-13T00:02:00.000Z,29903.5,1,2
2026-07-13T00:02:00.000Z,29903.75,0,2
2026-07-13T00:02:00.000Z,29904,0,7
2026-07-13T00:02:00.000Z,29904.25,0,6
2026-07-13T00:02:00.000Z,29904.5,3,7
2026-07-13T00:02:00.000Z,29904.75,3,2
2026-07-13T00:02:00.000Z,29905,5,2
2026-07-13T00:02:00.000Z,29905.25,6,5
2026-07-13T00:02:00.000Z,29905.5,6,1
2026-07-13T00:02:00.000Z,29905.75,7,1
2026-07-13T00:02:00.000Z,29906,3,1
2026-07-13T00:02:00.000Z,29906.5,7,2
2026-07-13T00:02:00.000Z,29906.75,6,3
2026-07-13T00:02:00.000Z,29907,4,5
2026-07-13T00:02:00.000Z,29907.25,4,11
2026-07-13T00:02:00.000Z,29907.5,11,3
2026-07-13T00:02:00.000Z,29907.75,11,9
2026-07-13T00:02:00.000Z,29908,17,9
2026-07-13T00:02:00.000Z,29908.25,8,23
2026-07-13T00:02:00.000Z,29908.5,0,7
2026-07-13T00:02:00.000Z,29908.75,3,15
2026-07-13T00:02:00.000Z,29909,4,12
2026-07-13T00:02:00.000Z,29909.25,1,15
2026-07-13T00:02:00.000Z,29909.5,1,8
2026-07-13T00:02:00.000Z,29909.75,1,16
2026-07-13T00:02:00.000Z,29910,6,15
2026-07-13T00:02:00.000Z,29910.25,2,9
2026-07-13T00:02:00.000Z,29910.5,12,10
2026-07-13T00:02:00.000Z,29910.75,9,16
2026-07-13T00:02:00.000Z,29911,5,12
2026-07-13T00:02:00.000Z,29911.25,5,7
2026-07-13T00:02:00.000Z,29911.5,6,8
2026-07-13T00:02:00.000Z,29911.75,12,11
2026-07-13T00:02:00.000Z,29912,24,10
2026-07-13T00:02:00.000Z,29912.25,16,13
2026-07-13T00:02:00.000Z,29912.5,14,17
2026-07-13T00:02:00.000Z,29912.75,15,29
2026-07-13T00:02:00.000Z,29913,8,28
2026-07-13T00:02:00.000Z,29913.25,6,8
2026-07-13T00:02:00.000Z,29913.5,18,17
2026-07-13T00:02:00.000Z,29913.75,11,12
2026-07-13T00:02:00.000Z,29914,0,22
2026-07-13T00:02:00.000Z,29914.25,1,5
2026-07-13T00:02:00.000Z,29914.5,0,6
2026-07-13T00:02:00.000Z,29914.75,0,6
2026-07-13T00:02:00.000Z,29915,0,72
2026-07-13T00:02:00.000Z,29915.25,0,3
2026-07-13T00:02:00.000Z,29915.5,0,4
2026-07-13T00:02:00.000Z,29915.75,0,6
2026-07-13T00:02:00.000Z,29916,6,8
2026-07-13T00:02:00.000Z,29916.25,3,6
2026-07-13T00:02:00.000Z,29916.5,2,13
2026-07-13T00:02:00.000Z,29916.75,9,18
2026-07-13T00:02:00.000Z,29917,13,22
2026-07-13T00:02:00.000Z,29917.25,15,21
2026-07-13T00:02:00.000Z,29917.5,16,23
2026-07-13T00:02:00.000Z,29917.75,3,77
2026-07-13T00:02:00.000Z,29918,4,24
2026-07-13T00:02:00.000Z,29918.25,0,10
2026-07-13T00:02:00.000Z,29918.5,2,16
2026-07-13T00:02:00.000Z,29918.75,1,3
2026-07-13T00:02:00.000Z,29919,3,10
2026-07-13T00:02:00.000Z,29919.25,7,11
2026-07-13T00:02:00.000Z,29919.5,0,4
2026-07-13T00:02:00.000Z,29919.75,21,11
2026-07-13T00:02:00.000Z,29920,4,37
2026-07-13T00:02:00.000Z,29920.25,0,3
2026-07-13T00:02:00.000Z,29920.5,0,4
2026-07-13T00:02:00.000Z,29920.75,2,5
