time,open,high,low,close,volume
2025-01-02T05:00:00.000Z,21269,21490.5,20983.75,21167.5,664742
2025-01-03T05:00:00.000Z,21186.75,21559.25,21144,21516.5,488243
2025-01-06T05:00:00.000Z,21532.25,21896.75,21478.25,21744.5,574300
2025-01-07T05:00:00.000Z,21781.25,21806,21279.5,21359.75,645144
2025-01-08T05:00:00.000Z,21380.75,21448.25,21166.25,21360.75,637114
2025-01-09T05:00:00.000Z,21334.75,21347.25,21218,21301.5,77170
2025-01-10T05:00:00.000Z,21302.75,21372.5,20874.75,21016,703964
2025-01-13T05:00:00.000Z,21027.5,21037,20694,20947.25,617059
2025-01-14T05:00:00.000Z,21020,21143.75,20773.5,20919.5,676188
2025-01-15T05:00:00.000Z,20977,21452.75,20909,21400.25,551806
2025-01-16T05:00:00.000Z,21389,21567.25,21172.25,21249.75,598631
2025-01-17T05:00:00.000Z,21227.5,21682.5,21209.25,21594.75,594110
2025-01-21T05:00:00.000Z,21600,21783.5,21377.75,21709.5,662316
2025-01-22T05:00:00.000Z,21809.25,22093.5,21768.25,22000.5,508606
2025-01-23T05:00:00.000Z,21981.75,22050.5,21855.5,22038.25,476286
2025-01-24T05:00:00.000Z,22018.5,22078.25,21844,21911.25,522901
2025-01-27T05:00:00.000Z,21771,21771,20763.75,21258.5,1056136
2025-01-28T05:00:00.000Z,21343.25,21626,21159.5,21581.75,663336
2025-01-29T05:00:00.000Z,21559,21697,21367,21523.25,629631
2025-01-30T05:00:00.000Z,21547.75,21748.75,21419.5,21624.75,618073
2025-01-31T05:00:00.000Z,21680,21966,21533.75,21589.25,655811
2025-02-03T05:00:00.000Z,21200,21579.75,20943,21405,728140
2025-02-04T05:00:00.000Z,21592,21694,21242.5,21670.25,497143
2025-02-05T05:00:00.000Z,21562,21795,21429.75,21763,497655
2025-02-06T05:00:00.000Z,21764.5,21882.25,21705.75,21871.75,438729
2025-02-07T05:00:00.000Z,21817.75,21968,21552.75,21590.75,598869
2025-02-10T05:00:00.000Z,21463.25,21894,21418,21846.5,391625
2025-02-11T05:00:00.000Z,21832,21871.5,21669.5,21786.75,423200
2025-02-12T05:00:00.000Z,21794.25,21862.5,21510.75,21804.75,545408
2025-02-13T05:00:00.000Z,21861.25,22124,21753,22113.25,536739
2025-02-14T05:00:00.000Z,22071,22225,22042.5,22196.25,433212
2025-02-18T05:00:00.000Z,22235.75,22319.75,22102.75,22232.25,567203
2025-02-19T05:00:00.000Z,22224.5,22299.75,22118,22250.5,496442
