time,open,high,low,close,volume
2026-01-02T05:00:00.000Z,25478.5,25803.75,25265.25,25385.25,554838
2026-01-05T05:00:00.000Z,25431.75,25708,25406.5,25577.75,461305
2026-01-06T05:00:00.000Z,25583,25837.75,25527.5,25822,445573
2026-01-07T05:00:00.000Z,25831.25,25996.25,25727,25838.75,477861
2026-01-08T05:00:00.000Z,25838.75,25849.75,25569,25687.5,510805
2026-01-09T05:00:00.000Z,25725,25985.5,25615.5,25938.25,509669
2026-01-12T05:00:00.000Z,25949,26020.5,25632.75,25956.75,452996
2026-01-13T05:00:00.000Z,25953.5,26045.5,25803.25,25906,560438
2026-01-14T05:00:00.000Z,25900.75,25925.75,25420.75,25631,647871
2026-01-15T05:00:00.000Z,25593,25952.75,25562.5,25705.75,591058
2026-01-16T05:00:00.000Z,25720.5,25891,25591.5,25689,490573
2026-01-20T05:00:00.000Z,25471,25472,25095.25,25129.25,864568
2026-01-21T05:00:00.000Z,25149.5,25653.5,25025,25471,810753
2026-01-22T05:00:00.000Z,25529.5,25739.75,25483.75,25658.25,533607
2026-01-23T05:00:00.000Z,25605,25845.75,25540.25,25738.25,504901
2026-01-26T05:00:00.000Z,25585.5,25936.5,25365.25,25848.5,450290
2026-01-27T05:00:00.000Z,25861.25,26118,25838.5,26073,429460
2026-01-28T05:00:00.000Z,26111.25,26349,25993.25,26156.25,511937
2026-01-29T05:00:00.000Z,26282.5,26296,25536,25999.25,699097
2026-01-30T05:00:00.000Z,25998.5,26020,25568.75,25670,712197
2026-02-02T05:00:00.000Z,25530,25949.5,25180.25,25850,578865
2026-02-03T05:00:00.000Z,25876.5,26027.75,25219,25452,696150
2026-02-04T05:00:00.000Z,25387.5,25514.25,24783.5,24999.25,742646
2026-02-05T05:00:00.000Z,25061.75,25169,24407.25,24651,774469
2026-02-06T05:00:00.000Z,24416,25222,24239.75,25163.25,653956
2026-02-09T05:00:00.000Z,25153.75,25428.75,24955.5,25354,492306
2026-02-10T05:00:00.000Z,25363,25447.25,25198.25,25218.25,477554
2026-02-11T05:00:00.000Z,25259,25465.25,25058.25,25288.5,531730
2026-02-12T05:00:00.000Z,25289,25419.75,24721.5,24768,668338
2026-02-13T05:00:00.000Z,24842.25,24995.5,24578.75,24803.25,688226
2026-02-17T05:00:00.000Z,24789.75,24922.25,24449.25,24767.75,752646
2026-02-18T05:00:00.000Z,24773.75,25128.25,24700.75,24956,540796
2026-02-19T05:00:00.000Z,24943.5,25054,24749,24858.75,515038
2026-02-20T05:00:00.000Z,24837.75,25139.5,24678.5,25067.5,615358
2026-02-23T05:00:00.000Z,25033.75,25059.75,24668,24762.75,594568
2026-02-24T05:00:00.000Z,24788,25078.75,24694.5,25028.75,520239
2026-02-25T05:00:00.000Z,25016.25,25494.75,24992,25382,417621
2026-02-26T05:00:00.000Z,25388.25,25418.25,24861.75,25081,605581
2026-02-27T05:00:00.000Z,25024.25,25098.75,24782,25004.75,561211
2026-03-02T05:00:00.000Z,24682.5,25101,24477,25025.25,627650
2026-03-03T05:00:00.000Z,25002.75,25011,24352,24755.75,719421
2026-03-04T05:00:00.000Z,24710.75,25217.75,24499,25128.25,603596
2026-03-05T05:00:00.000Z,25156.5,25250,24772.5,25049.5,683962
2026-03-06T05:00:00.000Z,25019.75,25141.5,24601,24670.25,645082
2026-03-09T04:00:00.000Z,24435.25,25058,24000,24991,708630
2026-03-10T04:00:00.000Z,24981.5,25217.5,24830,24982.5,564644
2026-03-11T04:00:00.000Z,25010.25,25180,24873.5,24983.5,476593
2026-03-12T04:00:00.000Z,24934.5,24949.25,24517.75,24560,565145
2026-03-13T04:00:00.000Z,24567,24805.25,24333.75,24394.25,609146
2026-03-16T04:00:00.000Z,24285,24816.25,24278,24675.75,413547
2026-03-17T04:00:00.000Z,24668.75,24896,24517,24795.5,204810
2026-03-18T04:00:00.000Z,24796,24989,24350,24434.5,126918
2026-03-19T04:00:00.000Z,24399.75,24505.25,24115,24364,69553
2026-03-20T04:00:00.000Z,24417.25,24444,24108.75,24291.779296875,611673
2026-03-23T04:00:00.000Z,23902,24763,23772.5,24408.25,683625
2026-03-24T04:00:00.000Z,24417.25,24550,24134,24213.75,544209
2026-03-25T04:00:00.000Z,24420,24539.75,24286.5,24367.75,525449
2026-03-26T04:00:00.000Z,24373.5,24421.25,23763.25,23794.25,557306
2026-03-27T04:00:00.000Z,23824,23976,23232.5,23328.5,559271
2026-03-30T04:00:00.000Z,23189.5,23574,23024.5,23139.75,559453
2026-03-31T04:00:00.000Z,23119.5,23975.25,22961.5,23915,755160
2026-04-01T04:00:00.000Z,23889,24348.25,23880,24194.75,579693
2026-04-02T04:00:00.000Z,24180,24266.75,23666,24218,576893
