time,open,high,low,close,volume
2025-12-29T23:00:00.000Z,6956.5,6957.25,6955.25,6955.75,278
2025-12-29T23:01:00.000Z,6956,6956.5,6954.5,6954.75,136
2025-12-29T23:02:00.000Z,6955.25,6955.5,6954.5,6954.5,121
2025-12-29T23:03:00.000Z,6954.5,6955,6954.25,6954.75,131
2025-12-29T23:04:00.000Z,6954.75,6955.5,6954.5,6954.5,72
2025-12-29T23:05:00.000Z,6954.25,6954.5,6954,6954.5,55
2025-12-29T23:06:00.000Z,6954.5,6954.5,6953.5,6954,96
2025-12-29T23:07:00.000Z,6954.25,6954.5,6953.25,6954,106
2025-12-29T23:08:00.000Z,6954,6954.5,6953.5,6953.75,50
2025-12-29T23:09:00.000Z,6954.25,6954.5,6954.25,6954.25,60
2025-12-29T23:10:00.000Z,6954.25,6954.5,6953.75,6954,144
2025-12-29T23:11:00.000Z,6954,6954,6953.25,6953.5,69
2025-12-29T23:12:00.000Z,6953.75,6954.25,6953.75,6954,52
2025-12-29T23:13:00.000Z,6954.25,6954.25,6954,6954,20
2025-12-29T23:14:00.000Z,6954.25,6954.25,6953.25,6953.25,94
2025-12-29T23:15:00.000Z,6953.5,6953.75,6952.75,6953.5,104
2025-12-29T23:16:00.000Z,6953.75,6954,6953.25,6953.25,47
2025-12-29T23:17:00.000Z,6953.25,6953.25,6952.25,6953,57
2025-12-29T23:18:00.000Z,6953,6953,6952.75,6952.75,10
2025-12-29T23:19:00.000Z,6952.75,6952.75,6951,6951,166
2025-12-29T23:20:00.000Z,6950.75,6951.75,6950.5,6951.75,112
2025-12-29T23:21:00.000Z,6951.75,6952.5,6951.75,6952.5,55
2025-12-29T23:22:00.000Z,6952.75,6952.75,6952.25,6952.25,51
2025-12-29T23:23:00.000Z,6952.5,6952.75,6952.5,6952.75,19
2025-12-29T23:24:00.000Z,6952.75,6952.75,6952.25,6952.5,36
2025-12-29T23:25:00.000Z,6952.75,6952.75,6952.25,6952.5,38
2025-12-29T23:26:00.000Z,6952.25,6952.25,6952,6952,37
2025-12-29T23:27:00.000Z,6952,6952,6951.5,6951.75,29
2025-12-29T23:28:00.000Z,6951.5,6951.5,6950.75,6951.25,177
2025-12-29T23:29:00.000Z,6951.25,6951.25,6950.25,6950.25,122
2025-12-29T23:30:00.000Z,6950.5,6951.75,6950.25,6951.5,159
2025-12-29T23:31:00.000Z,6951.75,6952.5,6951.75,6952,116
2025-12-29T23:32:00.000Z,6952,6952.75,6952,6952.75,88
2025-12-29T23:33:00.000Z,6952.75,6952.75,6952.25,6952.5,52
2025-12-29T23:34:00.000Z,6952.5,6953.75,6952.5,6953.5,134
2025-12-29T23:35:00.000Z,6953.75,6953.75,6953.25,6953.5,59
2025-12-29T23:36:00.000Z,6953.5,6954.5,6953.25,6954.25,148
2025-12-29T23:37:00.000Z,6954,6954.25,6953.75,6953.75,108
2025-12-29T23:38:00.000Z,6953.75,6954,6953.5,6954,79
2025-12-29T23:39:00.000Z,6953.75,6954,6953.25,6953.5,109
2025-12-29T23:40:00.000Z,6953.5,6953.5,6951.5,6952,257
2025-12-29T23:41:00.000Z,6952,6952.75,6952,6952.5,109
2025-12-29T23:42:00.000Z,6952.5,6953.25,6952.25,6952.5,81
2025-12-29T23:43:00.000Z,6952.5,6952.5,6951.75,6952,55
2025-12-29T23:44:00.000Z,6952,6952.25,6952,6952.25,69
2025-12-29T23:45:00.000Z,6952.5,6952.5,6951.5,6951.5,103
2025-12-29T23:46:00.000Z,6951.5,6951.75,6951,6951.75,153
2025-12-29T23:47:00.000Z,6951.75,6951.75,6951.25,6951.75,40
2025-12-29T23:48:00.000Z,6951.75,6952,6951.75,6952,43
2025-12-29T23:49:00.000Z,6951.75,6951.75,6951.5,6951.75,25
2025-12-29T23:50:00.000Z,6951.75,6951.75,6951.25,6951.5,25
2025-12-29T23:51:00.000Z,6951.75,6951.75,6951.5,6951.75,47
2025-12-29T23:52:00.000Z,6951.75,6951.75,6951.25,6951.75,84
2025-12-29T23:53:00.000Z,6951.5,6951.5,6951.25,6951.5,32
2025-12-29T23:54:00.000Z,6951.5,6951.5,6951,6951.25,48
2025-12-29T23:55:00.000Z,6951.25,6951.25,6951.25,6951.25,24
2025-12-29T23:56:00.000Z,6951.25,6951.25,6950.75,6951,32
2025-12-29T23:57:00.000Z,6951,6952,6951,6951.75,67
2025-12-29T23:58:00.000Z,6951.75,6952,6951.5,6951.5,25
2025-12-29T23:59:00.000Z,6951.5,6951.5,6951,6951,57
