time,open,high,low,close,volume
2026-08-27T22:00:00.000Z,29635.5,29644.75,29622.25,29625.5,0
2026-08-27T22:01:00.000Z,29626.5,29630.25,29605.5,29617.25,385
2026-08-27T22:02:00.000Z,29616,29617.75,29601.25,29605.5,218
2026-08-27T22:03:00.000Z,29603.5,29617.25,29600,29617.25,262
2026-08-27T22:04:00.000Z,29617.75,29622.5,29613.25,29617,145
2026-08-27T22:05:00.000Z,29617.25,29622.25,29616,29616.25,82
2026-08-27T22:06:00.000Z,29614,29620.25,29612.5,29616.5,50
2026-08-27T22:07:00.000Z,29619.75,29623.75,29619.5,29623.25,41
2026-08-27T22:08:00.000Z,29621.5,29624,29618.5,29621.5,47
2026-08-27T22:09:00.000Z,29621,29627.5,29620.25,29624.25,61
2026-08-27T22:10:00.000Z,29624.25,29627,29614.75,29615,63
2026-08-27T22:11:00.000Z,29614.75,29618.75,29611.5,29617.75,66
2026-08-27T22:12:00.000Z,29618.25,29619.5,29616.25,29617.25,24
2026-08-27T22:13:00.000Z,29616.75,29620.75,29616.75,29620.75,18
2026-08-27T22:14:00.000Z,29620.25,29622.25,29618.75,29620.5,25
2026-08-27T22:15:00.000Z,29622.25,29623.5,29619.75,29622,57
2026-08-27T22:16:00.000Z,29623.25,29626.75,29622.5,29626.25,40
2026-08-27T22:17:00.000Z,29626.25,29626.75,29623.25,29623.25,28
2026-08-27T22:18:00.000Z,29622.75,29628.25,29621.75,29627.75,50
2026-08-27T22:19:00.000Z,29627,29629.5,29626.25,29626.25,72
2026-08-27T22:20:00.000Z,29628.5,29631,29626.75,29626.75,66
2026-08-27T22:21:00.000Z,29626.5,29630,29622.5,29630,60
2026-08-27T22:22:00.000Z,29628.5,29637.5,29628.5,29633.75,0
