time,open,high,low,close,volume
2026-08-02T22:00:00.000Z,28601,28641.25,28560.25,28570.25,10649
2026-08-02T23:00:00.000Z,28568.75,28637.5,28545,28614,8518
2026-08-03T00:00:00.000Z,28611,28630.5,28537.5,28622,12434
2026-08-03T01:00:00.000Z,28621.25,28650,28564.25,28644,8775
2026-08-03T02:00:00.000Z,28646.75,28681.5,28631,28660.5,5989
2026-08-03T03:00:00.000Z,28662.75,28698.25,28640,28674.5,4104
2026-08-03T04:00:00.000Z,28669,28688.5,28648.5,28651,2979
2026-08-03T05:00:00.000Z,28650.75,28666.25,28617,28641,4006
2026-08-03T06:00:00.000Z,28642.5,28661,28575.75,28593.25,5969
2026-08-03T07:00:00.000Z,28594.75,28634.5,28558.5,28588,7474
2026-08-03T08:00:00.000Z,28585.5,28595,28471.75,28594,9547
2026-08-03T09:00:00.000Z,28592.5,28601,28521,28559,5777
2026-08-03T10:00:00.000Z,28559.25,28565.25,28488.5,28541,5647
2026-08-03T11:00:00.000Z,28541.25,28547,28403.5,28420.25,10167
2026-08-03T12:00:00.000Z,28420.25,28491.5,28383.5,28459.25,13774
2026-08-03T13:00:00.000Z,28459.25,28628,28313.5,28626.25,87805
2026-08-03T14:00:00.000Z,28623.75,28803.75,28529.5,28802,89664
2026-08-03T15:00:00.000Z,28801,28814.5,28722,28792.5,51774
2026-08-03T16:00:00.000Z,28792.5,28847.25,28790,28822.25,35117
2026-08-03T17:00:00.000Z,28823.75,28921.75,28813,28917.5,33797
2026-08-03T18:00:00.000Z,28918.25,28964.25,28882.75,28907,41500
2026-08-03T19:00:00.000Z,28907.5,28943.75,28865.25,28900.5,56537
2026-08-03T20:00:00.000Z,28900.75,28945,28878.25,28929.25,13993
2026-08-03T22:00:00.000Z,28930,28962.25,28919,28945.75,0
2026-08-03T23:00:00.000Z,28944,28972.25,28930.25,28971,4258
2026-08-04T00:00:00.000Z,28970.5,28976.25,28864.25,28877.75,11466
2026-08-04T01:00:00.000Z,28876.75,29048,28831.75,29041.25,13277
2026-08-04T02:00:00.000Z,29041.75,29044.75,28942.5,28972.75,9392
2026-08-04T03:00:00.000Z,28972.5,29005.5,28931.75,29003.5,6399
2026-08-04T04:00:00.000Z,28990.75,29023.25,28968.5,29015.5,3144
2026-08-04T05:00:00.000Z,29017.75,29074.75,28978.25,29072.25,5440
2026-08-04T06:00:00.000Z,29073.5,29098.75,29042.5,29073.75,5580
2026-08-04T07:00:00.000Z,29073.5,29119.25,29036.5,29071.75,9094
2026-08-04T08:00:00.000Z,29073,29131.5,29039,29068.75,7808
2026-08-04T09:00:00.000Z,29068.25,29089.25,29007.5,29077,6347
2026-08-04T10:00:00.000Z,29078.5,29145,29067.25,29116,8506
2026-08-04T11:00:00.000Z,29117.5,29245.75,29114.25,29237.5,13173
2026-08-04T12:00:00.000Z,29238,29238,29188,29202.75,10326
2026-08-04T13:00:00.000Z,29203.25,29503.75,29191.25,29466,91567
2026-08-04T14:00:00.000Z,29464.25,29572.75,29432,29549.75,87255
2026-08-04T15:00:00.000Z,29549.5,29696.75,29544,29671.5,62627
2026-08-04T16:00:00.000Z,29669.75,29744.5,29661.25,29742.75,40889
2026-08-04T17:00:00.000Z,29743.25,29898.75,29739.25,29834.75,52371
2026-08-04T18:00:00.000Z,29834.5,29895.5,29808,29881.25,40068
2026-08-04T19:00:00.000Z,29881.75,29956.5,29847.5,29875,77814
2026-08-04T20:00:00.000Z,29876.75,29949.75,29761.25,29818.25,32915
2026-08-04T22:00:00.000Z,29777.25,29844.25,29776.5,29827.5,0
2026-08-04T23:00:00.000Z,29829.5,29857.25,29802,29836,6053
2026-08-05T00:00:00.000Z,29834.25,29877,29810,29848.75,9421
2026-08-05T01:00:00.000Z,29849.25,29887.5,29797,29869,8722
2026-08-05T02:00:00.000Z,29870.75,29889.25,29842.25,29860.75,4984
2026-08-05T03:00:00.000Z,29859,29893.75,29855.75,29890,4326
2026-08-05T04:00:00.000Z,29896.75,29917,29859.75,29902.75,4495
2026-08-05T05:00:00.000Z,29903,29985.25,29895,29981,6936
2026-08-05T06:00:00.000Z,29978.5,29990,29925.5,29969.75,6096
2026-08-05T07:00:00.000Z,29970.5,29987,29885,29903.25,7196
2026-08-05T08:00:00.000Z,29905,29926,29797.75,29836.5,10245
2026-08-05T09:00:00.000Z,29835.5,29893.5,29814.25,29858,7812
2026-08-05T10:00:00.000Z,29857.25,29871.75,29833.75,29862.25,5161
2026-08-05T11:00:00.000Z,29868.5,29943.5,29865.5,29919.5,9693
2026-08-05T12:00:00.000Z,29916,29950,29891.25,29915,11622
2026-08-05T13:00:00.000Z,29917.25,30074,29894.75,30050,85794
2026-08-05T14:00:00.000Z,30041,30048.5,29788,29848.25,106916
2026-08-05T15:00:00.000Z,29850.25,29890.75,29713.25,29739,67866
2026-08-05T16:00:00.000Z,29738.25,29839.75,29702,29808.25,48615
2026-08-05T17:00:00.000Z,29809.75,29819.75,29734.25,29756.75,29224
2026-08-05T18:00:00.000Z,29757.25,29788.5,29722.75,29725.75,26882
2026-08-05T19:00:00.000Z,29726.75,29779.25,29592.75,29607.5,52374
2026-08-05T20:00:00.000Z,29607,29618.25,29530.75,29600.25,29868
2026-08-05T22:00:00.000Z,29569.5,29679.5,29563.5,29623.25,0
2026-08-05T23:00:00.000Z,29622.75,29649.5,29566,29583.5,6134
2026-08-06T00:00:00.000Z,29582.5,29608,29535.25,29537.5,9474
2026-08-06T01:00:00.000Z,29539.25,29540.75,29454.25,29498,10508
2026-08-06T02:00:00.000Z,29497,29621,29490.75,29593,8709
2026-08-06T03:00:00.000Z,29593.75,29608.5,29525,29564,5957
2026-08-06T04:00:00.000Z,29571.5,29600,29541.75,29574.75,4558
2026-08-06T05:00:00.000Z,29576.25,29596.25,29544.25,29580.75,4174
2026-08-06T06:00:00.000Z,29581,29581.75,29485,29523,7486
2026-08-06T07:00:00.000Z,29520.25,29563,29500.75,29507.25,5665
2026-08-06T08:00:00.000Z,29508.5,29532.5,29443.75,29517.25,8005
2026-08-06T09:00:00.000Z,29517.25,29531,29437.5,29525.5,4994
2026-08-06T10:00:00.000Z,29526.75,29533.75,29468,29484.5,4740
2026-08-06T11:00:00.000Z,29483.5,29516.5,29364.75,29467.25,15682
2026-08-06T12:00:00.000Z,29465,29476.5,29387.5,29399.5,13761
2026-08-06T13:00:00.000Z,29400.25,29551,29241.25,29527.75,93145
2026-08-06T14:00:00.000Z,29529,29667,29488,29656.75,91438
2026-08-06T15:00:00.000Z,29656.5,29686.25,29506,29516.25,69666
