time,open,high,low,close,volume
2026-08-31T22:00:00.000Z,29518.25,29522.5,29491,29493.5,0
2026-08-31T23:00:00.000Z,29493.25,29519.5,29486,29501.25,3460
2026-09-01T00:00:00.000Z,29503.25,29521.75,29478.25,29506,7411
2026-09-01T01:00:00.000Z,29506,29516.25,29475,29499.75,6488
2026-09-01T02:00:00.000Z,29498,29502.75,29434.75,29492,6681
2026-09-01T03:00:00.000Z,29491.5,29493.75,29459.25,29482.75,3575
2026-09-01T04:00:00.000Z,29485,29503,29466,29473.75,3763
2026-09-01T05:00:00.000Z,29473.25,29571.25,29447.25,29561.5,8275
2026-09-01T06:00:00.000Z,29561.75,29568,29513.75,29515.75,6012
2026-09-01T07:00:00.000Z,29515.5,29556.75,29430,29436.25,9937
2026-09-01T08:00:00.000Z,29436.25,29449,29231,29235.25,19134
2026-09-01T09:00:00.000Z,29235.75,29243.25,29184.25,29212.5,10004
2026-09-01T10:00:00.000Z,29212.5,29257.75,29197.25,29210,7440
2026-09-01T11:00:00.000Z,29209.25,29238,29167.75,29172.5,10016
2026-09-01T12:00:00.000Z,29171.5,29179.5,29122.25,29125.75,17016
2026-09-01T13:00:00.000Z,29125.75,29140.5,29040.25,29083.75,57962
